,og_index,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA
2555,11672,3577,Seattle Tacoma International Airport,6992,Charles M. Schulz Sonoma County Airport,162274,1231212,SEA,STS
2556,11673,3577,Seattle Tacoma International Airport,3636,Tucson International Airport,61940,1818275,SEA,TUS
2557,11674,3577,Seattle Tacoma International Airport,49,Edmonton International Airport,62279,1820857,SEA,YEG
2558,11675,3577,Seattle Tacoma International Airport,5779,Yakima Air Terminal McAllister Field,63199,1852393,SEA,YKM
2559,11677,3577,Seattle Tacoma International Airport,156,Vancouver International Airport,18992,517161,SEA,YVR
2560,11678,3577,Seattle Tacoma International Airport,178,Calgary International Airport,95432,2936200,SEA,YYC
2561,11679,3577,Seattle Tacoma International Airport,184,Victoria International Airport,161446,4968620,SEA,YYJ
2562,11680,3469,San Francisco International Airport,3670,Dallas Fort Worth International Airport,24236,700232,SFO,DFW
2563,11681,3469,San Francisco International Airport,3797,John F Kennedy International Airport,26290,765221,SFO,JFK
2564,11682,3469,San Francisco International Airport,3484,Los Angeles International Airport,86927,2695985,SFO,LAX
2565,11683,3469,San Francisco International Airport,3576,Miami International Airport,44425,1290130,SFO,MIA
2566,11685,3469,San Francisco International Airport,3720,Portland International Airport,87293,2675149,SFO,PDX
2567,11686,3469,San Francisco International Airport,3839,Palm Springs International Airport,63761,1873063,SFO,PSP
2568,11687,3469,San Francisco International Airport,1836,Licenciado Gustavo Díaz Ordaz International Airport,106254,3306092,SFO,PVR
2569,11688,3469,San Francisco International Airport,3577,Seattle Tacoma International Airport,9077,263424,SFO,SEA
2570,11689,3469,San Francisco International Airport,1840,Los Cabos International Airport,148315,4559280,SFO,SJD
2571,11690,3856,Sitka Rocky Gutierrez Airport,3492,Juneau International Airport,77969,2291185,SIT,JNU
2572,11691,3856,Sitka Rocky Gutierrez Airport,3808,Ketchikan International Airport,140136,4299753,SIT,KTN
2573,11692,3748,Norman Y. Mineta San Jose International Airport,3495,Boise Air Terminal/Gowen Field,67772,1992026,SJC,BOI
2574,11693,3748,Norman Y. Mineta San Jose International Airport,1804,Don Miguel Hidalgo Y Costilla International Airport,17253,474527,SJC,GDL
2575,11694,3748,Norman Y. Mineta San Jose International Airport,3728,Daniel K Inouye International Airport,18943,489949,SJC,HNL
2576,11695,3748,Norman Y. Mineta San Jose International Airport,3514,Ellison Onizuka Kona International At Keahole Airport,40944,1121573,SJC,KOA
2577,11696,3748,Norman Y. Mineta San Jose International Airport,3484,Los Angeles International Airport,68607,2006149,SJC,LAX
2578,11697,3748,Norman Y. Mineta San Jose International Airport,3602,Lihue Airport,116268,3449950,SJC,LIH
2579,11698,3748,Norman Y. Mineta San Jose International Airport,3456,Kahului Airport,60645,1784660,SJC,OGG
2580,11699,3748,Norman Y. Mineta San Jose International Airport,3720,Portland International Airport,44892,1302241,SJC,PDX
2581,11700,3748,Norman Y. Mineta San Jose International Airport,3807,Reno Tahoe International Airport,45967,1331877,SJC,RNO
2582,11701,3748,Norman Y. Mineta San Jose International Airport,3577,Seattle Tacoma International Airport,44691,1346329,SJC,SEA
2583,11702,3748,Norman Y. Mineta San Jose International Airport,1840,Los Cabos International Airport,40746,1183152,SJC,SJD
2584,11707,3536,Salt Lake City International Airport,3682,Hartsfield Jackson Atlanta International Airport,64040,1882292,SLC,ATL
2585,11708,3536,Salt Lake City International Airport,3488,Cincinnati Northern Kentucky International Airport,108771,3340412,SLC,CVG
2586,11709,3536,Salt Lake City International Airport,3484,Los Angeles International Airport,45178,1252533,SLC,LAX
2587,11710,3536,Salt Lake City International Airport,3861,Louis Armstrong New Orleans International Airport,84012,2478606,SLC,MSY
2588,11711,3536,Salt Lake City International Airport,3720,Portland International Airport,48559,1317061,SLC,PDX
2589,11712,3536,Salt Lake City International Airport,3731,San Diego International Airport,9061,243936,SLC,SAN
2590,11713,3536,Salt Lake City International Airport,3577,Seattle Tacoma International Airport,20856,535697,SLC,SEA
2591,11714,3817,Sacramento International Airport,3495,Boise Air Terminal/Gowen Field,9096,244905,SMF,BOI
2592,11715,3817,Sacramento International Airport,3484,Los Angeles International Airport,33,33,SMF,LAX
2593,11716,3817,Sacramento International Airport,3456,Kahului Airport,42814,1153458,SMF,OGG
2594,11717,3817,Sacramento International Airport,3720,Portland International Airport,16160,297052,SMF,PDX
2595,11718,3817,Sacramento International Airport,3839,Palm Springs International Airport,90277,2739358,SMF,PSP
2596,11719,3817,Sacramento International Airport,3577,Seattle Tacoma International Airport,154521,4729880,SMF,SEA
2597,11720,3867,John Wayne Airport-Orange County Airport,3670,Dallas Fort Worth International Airport,21245,610194,SNA,DFW
2598,11721,3867,John Wayne Airport-Orange County Airport,3720,Portland International Airport,159685,4877935,SNA,PDX
2599,11722,3867,John Wayne Airport-Orange County Airport,3577,Seattle Tacoma International Airport,110735,3442278,SNA,SEA
2600,11723,3426,St Paul Island Airport,3774,Ted Stevens Anchorage International Airport,36481,1056378,SNP,ANC
2601,11724,3428,St George Airport,3774,Ted Stevens Anchorage International Airport,26739,781363,STG,ANC
2602,11725,3678,St Louis Lambert International Airport,3484,Los Angeles International Airport,115547,3081873,STL,LAX
2603,11726,3678,St Louis Lambert International Airport,3577,Seattle Tacoma International Airport,44807,1298883,STL,SEA
2604,11727,6992,Charles M. Schulz Sonoma County Airport,3484,Los Angeles International Airport,98945,2502815,STS,LAX
2605,11730,6992,Charles M. Schulz Sonoma County Airport,3577,Seattle Tacoma International Airport,37120,1075618,STS,SEA
2606,11731,3636,Tucson International Airport,3484,Los Angeles International Airport,114916,3089434,TUS,LAX
2607,11734,3676,McGhee Tyson Airport,3682,Hartsfield Jackson Atlanta International Airport,19400,557905,TYS,ATL
2608,11737,5969,Wrangell Airport,3808,Ketchikan International Airport,37389,1084867,WRG,KTN
2609,11738,5969,Wrangell Airport,4147,Petersburg James A Johnson Airport,14387,404120,WRG,PSG
2610,11739,6803,Yakutat Airport,3610,Merle K (Mudhole) Smith Airport,45715,1327371,YAK,CDV
2611,11740,6803,Yakutat Airport,3492,Juneau International Airport,97100,2450525,YAK,JNU
2612,11742,5779,Yakima Air Terminal McAllister Field,3577,Seattle Tacoma International Airport,98808,3040479,YKM,SEA
2613,11884,3797,John F Kennedy International Airport,1074,Mohammed V International Airport,85485,2641967,JFK,CMN
2614,12082,3876,Charlotte Douglas International Airport,1885,Juan Santamaria International Airport,36404,1142039,CLT,SJO
2615,12093,3670,Dallas Fort Worth International Airport,1892,Monseñor Óscar Arnulfo Romero International Airport,94241,2795907,DFW,SAL
2616,12097,3494,Newark Liberty International Airport,2709,El Dorado International Airport,40008,1230955,EWR,BOG
2617,12098,3494,Newark Liberty International Airport,1892,Monseñor Óscar Arnulfo Romero International Airport,38728,1217196,EWR,SAL
2618,12103,3533,Fort Lauderdale Hollywood International Airport,2709,El Dorado International Airport,44602,1364724,FLL,BOG
2619,12122,3714,Washington Dulles International Airport,2709,El Dorado International Airport,31105,901908,IAD,BOG
2620,12123,3714,Washington Dulles International Airport,1892,Monseñor Óscar Arnulfo Romero International Airport,21861,642229,IAD,SAL
2621,12125,3550,George Bush Intercontinental Houston Airport,1892,Monseñor Óscar Arnulfo Romero International Airport,32275,935938,IAH,SAL
2622,12127,3797,John F Kennedy International Airport,2709,El Dorado International Airport,27354,813399,JFK,BOG
2623,12128,3797,John F Kennedy International Airport,2745,Jose Maria Córdova International Airport,40601,1178443,JFK,MDE
2624,12129,3797,John F Kennedy International Airport,1892,Monseñor Óscar Arnulfo Romero International Airport,73354,2279734,JFK,SAL
2625,12130,3797,John F Kennedy International Airport,1772,Ramón Villeda Morales International Airport,55795,1628133,JFK,SAP
2626,12131,3484,Los Angeles International Airport,1767,La Aurora Airport,64121,1870638,LAX,GUA
2627,12161,3878,Orlando International Airport,2709,El Dorado International Airport,195285,5275090,MCO,BOG
2628,12162,3878,Orlando International Airport,1892,Monseñor Óscar Arnulfo Romero International Airport,96117,2970326,MCO,SAL
2629,12180,3576,Miami International Airport,2710,Ernesto Cortissoz International Airport,109017,3339486,MIA,BAQ
2630,12181,3576,Miami International Airport,2709,El Dorado International Airport,24354,707969,MIA,BOG
2631,12182,3576,Miami International Airport,2715,Alfonso Bonilla Aragon International Airport,36664,1004648,MIA,CLO
2632,12183,3576,Miami International Airport,2714,Rafael Nuñez International Airport,30682,893261,MIA,CTG
2633,12184,3576,Miami International Airport,1767,La Aurora Airport,44990,1247152,MIA,GUA
2634,12185,3576,Miami International Airport,2789,Jorge Chávez International Airport,27307,819429,MIA,LIM
2635,12186,3576,Miami International Airport,2745,Jose Maria Córdova International Airport,77567,2232276,MIA,MDE
2636,12187,3576,Miami International Airport,1892,Monseñor Óscar Arnulfo Romero International Airport,83804,2495642,MIA,SAL
2637,12188,3576,Miami International Airport,1772,Ramón Villeda Morales International Airport,12036,359747,MIA,SAP
2638,12245,3469,San Francisco International Airport,1892,Monseñor Óscar Arnulfo Romero International Airport,19442,485399,SFO,SAL
2639,12289,3682,Hartsfield Jackson Atlanta International Airport,507,London Heathrow Airport,26477,167145,ATL,LHR
2640,12290,3673,Austin Bergstrom International Airport,507,London Heathrow Airport,12502,80745,AUS,LHR
2641,12303,3448,General Edward Lawrence Logan International Airport,1229,Adolfo Suárez Madrid–Barajas Airport,62932,435672,BOS,MAD
2642,12307,3849,Baltimore/Washington International Thurgood Marshall Airport,507,London Heathrow Airport,8865,242322,BWI,LHR
2643,12327,3670,Dallas Fort Worth International Airport,1382,Charles de Gaulle International Airport,237506,5418691,DFW,CDG
2644,12328,3670,Dallas Fort Worth International Airport,340,Frankfurt am Main Airport,139054,3139295,DFW,FRA
2645,12330,3670,Dallas Fort Worth International Airport,1229,Adolfo Suárez Madrid–Barajas Airport,214565,5444007,DFW,MAD
2646,12437,3550,George Bush Intercontinental Houston Airport,507,London Heathrow Airport,202504,5086223,IAH,LHR
2647,12441,3797,John F Kennedy International Airport,1382,Charles de Gaulle International Airport,130642,2867830,JFK,CDG
2648,12444,3797,John F Kennedy International Airport,421,Helsinki Vantaa Airport,216695,5489093,JFK,HEL
2649,12445,3797,John F Kennedy International Airport,503,London City Airport,216386,5435876,JFK,LCY
2650,12446,3797,John F Kennedy International Airport,507,London Heathrow Airport,183067,4565775,JFK,LHR
2651,12447,3797,John F Kennedy International Airport,1229,Adolfo Suárez Madrid–Barajas Airport,194797,4774056,JFK,MAD
2652,12449,3797,John F Kennedy International Airport,1524,Malpensa International Airport,179377,4406393,JFK,MXP
2653,12466,3877,McCarran International Airport,507,London Heathrow Airport,178731,4546548,LAS,LHR
2654,12520,3878,Orlando International Airport,502,London Gatwick Airport,190460,4754829,MCO,LGW
2655,12523,3576,Miami International Airport,1218,Barcelona International Airport,190152,4701612,MIA,BCN
2656,12524,3576,Miami International Airport,1382,Charles de Gaulle International Airport,188187,4604335,MIA,CDG
2657,12525,3576,Miami International Airport,507,London Heathrow Airport,213892,5350158,MIA,LHR
2658,12559,3626,Raleigh Durham International Airport,507,London Heathrow Airport,34,34,RDU,LHR
2659,12673,3682,Hartsfield Jackson Atlanta International Airport,3820,Buffalo Niagara International Airport,22359,627335,ATL,BUF
2660,12674,3682,Hartsfield Jackson Atlanta International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,28892,818183,ATL,BWI
2661,12699,3682,Hartsfield Jackson Atlanta International Airport,3550,George Bush Intercontinental Houston Airport,72287,2250442,ATL,IAH
2662,12700,3682,Hartsfield Jackson Atlanta International Airport,3457,Wichita Eisenhower National Airport,55166,1642560,ATL,ICT
2663,12701,3682,Hartsfield Jackson Atlanta International Airport,3845,Wilmington International Airport,72589,2252204,ATL,ILM
2664,12702,3682,Hartsfield Jackson Atlanta International Airport,3585,Indianapolis International Airport,48843,1512360,ATL,IND
2665,12703,3682,Hartsfield Jackson Atlanta International Airport,3580,Jackson-Medgar Wiley Evers International Airport,12010,326753,ATL,JAN
2666,12704,3682,Hartsfield Jackson Atlanta International Airport,3712,Jacksonville International Airport,54733,1612853,ATL,JAX
2667,12705,3682,Hartsfield Jackson Atlanta International Airport,3797,John F Kennedy International Airport,7953,239622,ATL,JFK
2668,12706,3682,Hartsfield Jackson Atlanta International Airport,3877,McCarran International Airport,13809,413170,ATL,LAS
2669,12707,3682,Hartsfield Jackson Atlanta International Airport,3484,Los Angeles International Airport,59365,1750302,ATL,LAX
2670,12708,3682,Hartsfield Jackson Atlanta International Airport,3660,Bill & Hillary Clinton National Airport/Adams Field,47655,1460117,ATL,LIT
2671,12709,3682,Hartsfield Jackson Atlanta International Airport,3458,Kansas City International Airport,36525,1094184,ATL,MCI
2672,12710,3682,Hartsfield Jackson Atlanta International Airport,3878,Orlando International Airport,11304,339258,ATL,MCO
2673,12712,3682,Hartsfield Jackson Atlanta International Airport,1824,Licenciado Benito Juarez International Airport,6913,200621,ATL,MEX
2674,12713,3682,Hartsfield Jackson Atlanta International Airport,3576,Miami International Airport,16748,473881,ATL,MIA
2675,12714,3682,Hartsfield Jackson Atlanta International Airport,3717,General Mitchell International Airport,13535,397237,ATL,MKE
2676,12715,3682,Hartsfield Jackson Atlanta International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,30632,938652,ATL,MSP
2677,12716,3682,Hartsfield Jackson Atlanta International Airport,3861,Louis Armstrong New Orleans International Airport,159925,4077708,ATL,MSY
2678,12717,3682,Hartsfield Jackson Atlanta International Airport,1825,General Mariano Escobedo International Airport,24589,752597,ATL,MTY
2679,12718,3682,Hartsfield Jackson Atlanta International Airport,3515,Myrtle Beach International Airport,28216,860393,ATL,MYR
2680,12719,3682,Hartsfield Jackson Atlanta International Airport,3863,Will Rogers World Airport,34339,1038878,ATL,OKC
2681,12720,3682,Hartsfield Jackson Atlanta International Airport,3454,Eppley Airfield,72664,2255539,ATL,OMA
2682,12721,3682,Hartsfield Jackson Atlanta International Airport,3830,Chicago O'Hare International Airport,42009,1299094,ATL,ORD
2683,12722,3682,Hartsfield Jackson Atlanta International Airport,3611,Norfolk International Airport,37636,1153469,ATL,ORF
2684,12723,3682,Hartsfield Jackson Atlanta International Airport,3722,Palm Beach International Airport,73100,2281101,ATL,PBI
2685,12724,3682,Hartsfield Jackson Atlanta International Airport,3720,Portland International Airport,46297,1386409,ATL,PDX
2686,12726,3682,Hartsfield Jackson Atlanta International Airport,3462,Phoenix Sky Harbor International Airport,32473,1028557,ATL,PHX
2687,12727,3682,Hartsfield Jackson Atlanta International Airport,3570,Pittsburgh International Airport,99776,2808396,ATL,PIT
2688,12728,3682,Hartsfield Jackson Atlanta International Airport,1871,Tocumen International Airport,17262,524024,ATL,PTY
2689,12729,3682,Hartsfield Jackson Atlanta International Airport,3626,Raleigh Durham International Airport,19932,625391,ATL,RDU
2690,12730,3682,Hartsfield Jackson Atlanta International Airport,3608,Richmond International Airport,18760,561341,ATL,RIC
2691,12731,3682,Hartsfield Jackson Atlanta International Airport,3622,Greater Rochester International Airport,40940,1267630,ATL,ROC
2692,12732,3682,Hartsfield Jackson Atlanta International Airport,3793,Southwest Florida International Airport,12614,389179,ATL,RSW
2693,12733,3682,Hartsfield Jackson Atlanta International Airport,3731,San Diego International Airport,35082,1055299,ATL,SAN
2694,12734,3682,Hartsfield Jackson Atlanta International Airport,3621,San Antonio International Airport,41013,1275360,ATL,SAT
2695,12735,3682,Hartsfield Jackson Atlanta International Airport,3613,Savannah Hilton Head International Airport,50010,1556091,ATL,SAV
2696,12736,3682,Hartsfield Jackson Atlanta International Airport,3577,Seattle Tacoma International Airport,22437,681428,ATL,SEA
2697,12737,3682,Hartsfield Jackson Atlanta International Airport,2890,Luis Munoz Marin International Airport,29211,887206,ATL,SJU
2698,12738,3682,Hartsfield Jackson Atlanta International Airport,3536,Salt Lake City International Airport,19814,612428,ATL,SLC
2699,12739,3682,Hartsfield Jackson Atlanta International Airport,3867,John Wayne Airport-Orange County Airport,17998,565604,ATL,SNA
2700,12740,3682,Hartsfield Jackson Atlanta International Airport,4067,Sarasota Bradenton International Airport,48134,1426088,ATL,SRQ
2701,12741,3682,Hartsfield Jackson Atlanta International Airport,3678,St Louis Lambert International Airport,101450,3164868,ATL,STL
2702,12742,3682,Hartsfield Jackson Atlanta International Airport,3646,Tampa International Airport,114411,3536469,ATL,TPA
2703,12743,3682,Hartsfield Jackson Atlanta International Airport,3636,Tucson International Airport,27792,841195,ATL,TUS
2704,12744,3682,Hartsfield Jackson Atlanta International Airport,3676,McGhee Tyson Airport,44017,1334395,ATL,TYS
2705,12745,3682,Hartsfield Jackson Atlanta International Airport,3873,Destin-Ft Walton Beach Airport,22492,707734,ATL,VPS
2706,12771,3673,Austin Bergstrom International Airport,3682,Hartsfield Jackson Atlanta International Airport,20193,611503,AUS,ATL
2707,12772,4007,Asheville Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,100358,2752211,AVL,ATL
2708,12779,3825,Bradley International Airport,3682,Hartsfield Jackson Atlanta International Airport,33681,1056813,BDL,ATL
2709,12788,3811,Birmingham-Shuttlesworth International Airport,3682,Hartsfield Jackson Atlanta International Airport,43217,1312561,BHM,ATL
2710,12806,3690,Nashville International Airport,3682,Hartsfield Jackson Atlanta International Airport,59755,1756692,BNA,ATL
2711,12810,3448,General Edward Lawrence Logan International Airport,1382,Charles de Gaulle International Airport,23941,755664,BOS,CDG
2712,12811,3448,General Edward Lawrence Logan International Airport,1555,Leonardo da Vinci–Fiumicino Airport,67152,2003399,BOS,FCO
2713,12822,3820,Buffalo Niagara International Airport,3682,Hartsfield Jackson Atlanta International Airport,20485,588246,BUF,ATL
2714,12823,3849,Baltimore/Washington International Thurgood Marshall Airport,3682,Hartsfield Jackson Atlanta International Airport,44755,1384265,BWI,ATL
2715,12825,3561,Columbia Metropolitan Airport,3682,Hartsfield Jackson Atlanta International Airport,52775,1603825,CAE,ATL
2716,12902,3578,Lovell Field,3682,Hartsfield Jackson Atlanta International Airport,39737,1202795,CHA,ATL
2717,12903,3806,Charleston Air Force Base-International Airport,3682,Hartsfield Jackson Atlanta International Airport,32173,937352,CHS,ATL
2718,12905,3486,Cleveland Hopkins International Airport,3682,Hartsfield Jackson Atlanta International Airport,30052,952083,CLE,ATL
2719,12907,3876,Charlotte Douglas International Airport,3682,Hartsfield Jackson Atlanta International Airport,136019,4190346,CLT,ATL
2720,12912,3759,John Glenn Columbus International Airport,3682,Hartsfield Jackson Atlanta International Airport,35,35,CMH,ATL
2721,12940,3488,Cincinnati Northern Kentucky International Airport,3682,Hartsfield Jackson Atlanta International Airport,41896,1248028,CVG,ATL
2722,12942,3627,James M Cox Dayton International Airport,3682,Hartsfield Jackson Atlanta International Airport,94955,2916164,DAY,ATL
2723,12943,3520,Ronald Reagan Washington National Airport,3682,Hartsfield Jackson Atlanta International Airport,38351,1121951,DCA,ATL
2724,12947,3751,Denver International Airport,3682,Hartsfield Jackson Atlanta International Airport,264767,5805627,DEN,ATL
2725,12948,3670,Dallas Fort Worth International Airport,3682,Hartsfield Jackson Atlanta International Airport,21685,648818,DFW,ATL
2726,12950,3645,Detroit Metropolitan Wayne County Airport,3682,Hartsfield Jackson Atlanta International Airport,28732,869743,DTW,ATL
2727,12951,3645,Detroit Metropolitan Wayne County Airport,1382,Charles de Gaulle International Airport,50840,1555948,DTW,CDG
2728,12961,3494,Newark Liberty International Airport,3682,Hartsfield Jackson Atlanta International Airport,29391,935064,EWR,ATL
2729,13062,3533,Fort Lauderdale Hollywood International Airport,3682,Hartsfield Jackson Atlanta International Airport,110344,3457426,FLL,ATL
2730,13077,3472,Gainesville Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,50983,1583596,GNV,ATL
2731,13082,4038,Gulfport Biloxi International Airport,3682,Hartsfield Jackson Atlanta International Airport,12426,384017,GPT,ATL
2732,13084,4034,Greenville Spartanburg International Airport,3682,Hartsfield Jackson Atlanta International Airport,139381,4265691,GSP,ATL
2733,13098,4113,Huntsville International Carl T Jones Field,3682,Hartsfield Jackson Atlanta International Airport,98933,3041656,HSV,ATL
2734,13100,3714,Washington Dulles International Airport,3682,Hartsfield Jackson Atlanta International Airport,113284,3511984,IAD,ATL
2735,13101,3714,Washington Dulles International Airport,1382,Charles de Gaulle International Airport,25754,804124,IAD,CDG
2736,13102,3550,George Bush Intercontinental Houston Airport,3682,Hartsfield Jackson Atlanta International Airport,30610,926754,IAH,ATL
2737,13103,3550,George Bush Intercontinental Houston Airport,1382,Charles de Gaulle International Airport,23167,731741,IAH,CDG
2738,13110,3457,Wichita Eisenhower National Airport,3682,Hartsfield Jackson Atlanta International Airport,89408,2790480,ICT,ATL
2739,13112,3845,Wilmington International Airport,3682,Hartsfield Jackson Atlanta International Airport,11997,361356,ILM,ATL
2740,13113,3585,Indianapolis International Airport,3682,Hartsfield Jackson Atlanta International Airport,17075,495407,IND,ATL
2741,13115,3580,Jackson-Medgar Wiley Evers International Airport,3682,Hartsfield Jackson Atlanta International Airport,48600,1508386,JAN,ATL
2742,13116,3712,Jacksonville International Airport,3682,Hartsfield Jackson Atlanta International Airport,11876,324173,JAX,ATL
2743,13119,3797,John F Kennedy International Airport,3682,Hartsfield Jackson Atlanta International Airport,55175,1615614,JFK,ATL
2744,13120,3797,John F Kennedy International Airport,1382,Charles de Gaulle International Airport,8046,241115,JFK,CDG
2745,13121,3797,John F Kennedy International Airport,1555,Leonardo da Vinci–Fiumicino Airport,13843,410693,JFK,FCO
2746,13124,3797,John F Kennedy International Airport,1524,Malpensa International Airport,47964,1458781,JFK,MXP
2747,13125,3797,John F Kennedy International Airport,1551,Venice Marco Polo Airport,36758,1095040,JFK,VCE
2748,13126,3797,John F Kennedy International Airport,146,Montreal / Pierre Elliott Trudeau International Airport,11448,338045,JFK,YUL
2749,13127,3797,John F Kennedy International Airport,193,Lester B. Pearson International Airport,6752,197288,JFK,YYZ
2750,13139,3877,McCarran International Airport,3682,Hartsfield Jackson Atlanta International Airport,16843,473285,LAS,ATL
2751,13140,3484,Los Angeles International Airport,1382,Charles de Gaulle International Airport,37369,1136919,LAX,CDG
2752,13141,3484,Los Angeles International Airport,1555,Leonardo da Vinci–Fiumicino Airport,13676,396184,LAX,FCO
2753,13187,3660,Bill & Hillary Clinton National Airport/Adams Field,3682,Hartsfield Jackson Atlanta International Airport,30875,937489,LIT,ATL
2754,13207,3458,Kansas City International Airport,3682,Hartsfield Jackson Atlanta International Airport,24540,748755,MCI,ATL
2755,13208,3878,Orlando International Airport,3682,Hartsfield Jackson Atlanta International Airport,28241,857035,MCO,ATL
2756,13211,3473,Memphis International Airport,3682,Hartsfield Jackson Atlanta International Airport,34507,1040496,MEM,ATL
2757,13217,3576,Miami International Airport,3682,Hartsfield Jackson Atlanta International Airport,72740,2257345,MIA,ATL
2758,13218,3576,Miami International Airport,1382,Charles de Gaulle International Airport,41979,1300992,MIA,CDG
2759,13219,3576,Miami International Airport,1555,Leonardo da Vinci–Fiumicino Airport,38025,1155886,MIA,FCO
2760,13221,3717,General Mitchell International Airport,3682,Hartsfield Jackson Atlanta International Airport,46692,1389249,MKE,ATL
2761,13235,3861,Louis Armstrong New Orleans International Airport,3682,Hartsfield Jackson Atlanta International Airport,32548,1029080,MSY,ATL
2762,13236,3861,Louis Armstrong New Orleans International Airport,3797,John F Kennedy International Airport,16973,523298,MSY,JFK
2763,13262,3515,Myrtle Beach International Airport,3682,Hartsfield Jackson Atlanta International Airport,19825,624299,MYR,ATL
2764,13287,3454,Eppley Airfield,3682,Hartsfield Jackson Atlanta International Airport,8938,262646,OMA,ATL
2765,13291,3830,Chicago O'Hare International Airport,3682,Hartsfield Jackson Atlanta International Airport,40802,1263486,ORD,ATL
2766,13292,3830,Chicago O'Hare International Airport,1555,Leonardo da Vinci–Fiumicino Airport,12785,322900,ORD,FCO
2767,13293,3611,Norfolk International Airport,3682,Hartsfield Jackson Atlanta International Airport,35469,1064036,ORF,ATL
2768,13308,3752,Philadelphia International Airport,3682,Hartsfield Jackson Atlanta International Airport,40856,1272092,PHL,ATL
2769,13310,3570,Pittsburgh International Airport,3682,Hartsfield Jackson Atlanta International Airport,49995,1556129,PIT,ATL
2770,13342,3626,Raleigh Durham International Airport,3682,Hartsfield Jackson Atlanta International Airport,22478,678968,RDU,ATL
2771,13346,3608,Richmond International Airport,3682,Hartsfield Jackson Atlanta International Airport,29227,883049,RIC,ATL
2772,13352,3622,Greater Rochester International Airport,3682,Hartsfield Jackson Atlanta International Airport,19982,615133,ROC,ATL
2773,13353,3793,Southwest Florida International Airport,3682,Hartsfield Jackson Atlanta International Airport,17917,559332,RSW,ATL
2774,13356,3731,San Diego International Airport,3682,Hartsfield Jackson Atlanta International Airport,48606,1425765,SAN,ATL
2775,13360,3577,Seattle Tacoma International Airport,3682,Hartsfield Jackson Atlanta International Airport,147119,4139322,SEA,ATL
2776,13361,3577,Seattle Tacoma International Airport,1382,Charles de Gaulle International Airport,70712,2143359,SEA,CDG
2777,13371,3536,Salt Lake City International Airport,3682,Hartsfield Jackson Atlanta International Airport,22359,627335,SLC,ATL
2778,13372,3867,John Wayne Airport-Orange County Airport,3682,Hartsfield Jackson Atlanta International Airport,28892,818183,SNA,ATL
2779,13375,4067,Sarasota Bradenton International Airport,3682,Hartsfield Jackson Atlanta International Airport,101439,3165109,SRQ,ATL
2780,13440,3636,Tucson International Airport,3682,Hartsfield Jackson Atlanta International Airport,27778,840395,TUS,ATL
2781,13446,3676,McGhee Tyson Airport,3682,Hartsfield Jackson Atlanta International Airport,44127,1332689,TYS,ATL
2782,13594,4019,Albuquerque International Sunport,3797,John F Kennedy International Airport,22467,710031,ABQ,JFK
2783,13597,3673,Austin Bergstrom International Airport,3448,General Edward Lawrence Logan International Airport,20347,611464,AUS,BOS
2784,13598,3673,Austin Bergstrom International Airport,3533,Fort Lauderdale Hollywood International Airport,33550,1058467,AUS,FLL
2785,13601,3673,Austin Bergstrom International Airport,3878,Orlando International Airport,120884,3405058,AUS,MCO
2786,13602,3673,Austin Bergstrom International Airport,3469,San Francisco International Airport,43274,1309655,AUS,SFO
2787,13605,3825,Bradley International Airport,3533,Fort Lauderdale Hollywood International Airport,23875,755117,BDL,FLL
2788,13606,3825,Bradley International Airport,3878,Orlando International Airport,70516,2143844,BDL,MCO
2789,13607,3825,Bradley International Airport,3722,Palm Beach International Airport,20835,589414,BDL,PBI
2790,13608,3825,Bradley International Airport,2890,Luis Munoz Marin International Airport,53004,1602213,BDL,SJU
2791,13609,3825,Bradley International Airport,3646,Tampa International Airport,39695,1197917,BDL,TPA
2792,13614,3448,General Edward Lawrence Logan International Airport,3673,Austin Bergstrom International Airport,32464,938901,BOS,AUS
2793,13615,3448,General Edward Lawrence Logan International Airport,3820,Buffalo Niagara International Airport,29958,953842,BOS,BUF
2794,13616,3448,General Edward Lawrence Logan International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,42256,1250896,BOS,BWI
2795,13617,3448,General Edward Lawrence Logan International Airport,3806,Charleston Air Force Base-International Airport,94436,2907568,BOS,CHS
2796,13618,3448,General Edward Lawrence Logan International Airport,3876,Charlotte Douglas International Airport,38334,1120308,BOS,CLT
2797,13619,3448,General Edward Lawrence Logan International Airport,1852,Cancún International Airport,21655,648403,BOS,CUN
2798,13620,3448,General Edward Lawrence Logan International Airport,3520,Ronald Reagan Washington National Airport,29018,871150,BOS,DCA
2799,13621,3448,General Edward Lawrence Logan International Airport,3751,Denver International Airport,51199,1554838,BOS,DEN
2800,13622,3448,General Edward Lawrence Logan International Airport,3670,Dallas Fort Worth International Airport,29367,935705,BOS,DFW
2801,13623,3448,General Edward Lawrence Logan International Airport,3645,Detroit Metropolitan Wayne County Airport,110692,3457980,BOS,DTW
2802,13624,3448,General Edward Lawrence Logan International Airport,2188,Dubai International Airport,50850,1579578,BOS,DXB
