,Unnamed: 0,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA,SRC_AIRPT,DESTN_AIRPT,EQPT,Population,Incoming,Outgoing
8860,9578,3820,Buffalo Niagara International Airport,3878,Orlando International Airport,63803,1933573,BUF,MCO,BUF,MCO,320,2082421.0,89,21
8862,9578,3820,Buffalo Niagara International Airport,3878,Orlando International Airport,63803,1933573,BUF,MCO,BUF,MCO,73C,2082421.0,89,21
8864,9578,3820,Buffalo Niagara International Airport,3878,Orlando International Airport,63803,1933573,BUF,MCO,BUF,MCO,73C 73W,2082421.0,89,21
8865,9579,3820,Buffalo Niagara International Airport,3747,Chicago Midway International Airport,29680,874330,BUF,MDW,BUF,MDW,73W 738 73H,19161134.0,73,21
8866,9579,3820,Buffalo Niagara International Airport,3747,Chicago Midway International Airport,29680,874330,BUF,MDW,BUF,MDW,738 73W 73H,19161134.0,73,21
8867,9580,3820,Buffalo Niagara International Airport,3462,Phoenix Sky Harbor International Airport,115838,3545102,BUF,PHX,BUF,PHX,73W,4364094.0,85,21
8868,9581,3820,Buffalo Niagara International Airport,3646,Tampa International Airport,66964,2004091,BUF,TPA,BUF,TPA,73W,2747272.0,65,21
8869,9582,3644,Bob Hope Airport,3751,Denver International Airport,54602,1677212,BUR,DEN,BUR,DEN,CRJ,,158,12
8870,9582,3644,Bob Hope Airport,3751,Denver International Airport,54602,1677212,BUR,DEN,BUR,DEN,73W,,158,12
8872,9583,3644,Bob Hope Airport,3877,McCarran International Airport,14606,435903,BUR,LAS,BUR,LAS,73W,1902834.0,126,12
8873,9584,3644,Bob Hope Airport,3453,Metropolitan Oakland International Airport,19211,567316,BUR,OAK,BUR,OAK,73W 73H,4317853.0,28,12
8875,9585,3644,Bob Hope Airport,3462,Phoenix Sky Harbor International Airport,20910,627311,BUR,PHX,BUR,PHX,CR9 CRJ,4364094.0,85,12
8876,9585,3644,Bob Hope Airport,3462,Phoenix Sky Harbor International Airport,20910,627311,BUR,PHX,BUR,PHX,73W,4364094.0,85,12
8877,9586,3644,Bob Hope Airport,3748,Norman Y. Mineta San Jose International Airport,18259,532025,BUR,SJC,BUR,SJC,73W,1839700.0,25,12
8878,9587,3644,Bob Hope Airport,3817,Sacramento International Airport,20668,614035,BUR,SMF,BUR,SMF,73W,2127355.0,27,12
8880,9588,3849,Baltimore/Washington International Thurgood Marshall Airport,4019,Albuquerque International Sunport,98488,3002135,BWI,ABQ,BWI,ABQ,73W,857903.0,23,67
8882,9589,3849,Baltimore/Washington International Thurgood Marshall Airport,3864,Albany International Airport,18826,552540,BWI,ALB,BWI,ALB,73W,857592.0,21,67
8883,9590,3849,Baltimore/Washington International Thurgood Marshall Airport,3682,Hartsfield Jackson Atlanta International Airport,36758,1095040,BWI,ATL,BWI,ATL,M88 M90 73W 717,5475213.0,174,67
8884,9590,3849,Baltimore/Washington International Thurgood Marshall Airport,3682,Hartsfield Jackson Atlanta International Airport,36758,1095040,BWI,ATL,BWI,ATL,M88 757 73W 320,5475213.0,174,67
8885,9590,3849,Baltimore/Washington International Thurgood Marshall Airport,3682,Hartsfield Jackson Atlanta International Airport,36758,1095040,BWI,ATL,BWI,ATL,M88 757 M90 717,5475213.0,174,67
8886,9590,3849,Baltimore/Washington International Thurgood Marshall Airport,3682,Hartsfield Jackson Atlanta International Airport,36758,1095040,BWI,ATL,BWI,ATL,M88 757 M90 73W  320 717,5475213.0,174,67
8887,9590,3849,Baltimore/Washington International Thurgood Marshall Airport,3682,Hartsfield Jackson Atlanta International Airport,36758,1095040,BWI,ATL,BWI,ATL,73G,5475213.0,174,67
8888,9590,3849,Baltimore/Washington International Thurgood Marshall Airport,3682,Hartsfield Jackson Atlanta International Airport,36758,1095040,BWI,ATL,BWI,ATL,M88 M90 757 73W,5475213.0,174,67
8889,9590,3849,Baltimore/Washington International Thurgood Marshall Airport,3682,Hartsfield Jackson Atlanta International Airport,36758,1095040,BWI,ATL,BWI,ATL,73W 733 73C,5475213.0,174,67
8890,9591,3849,Baltimore/Washington International Thurgood Marshall Airport,3673,Austin Bergstrom International Airport,82086,2515983,BWI,AUS,BWI,AUS,73C,1705075.0,40,67
8891,9591,3849,Baltimore/Washington International Thurgood Marshall Airport,3673,Austin Bergstrom International Airport,82086,2515983,BWI,AUS,BWI,AUS,73W 73C,1705075.0,40,67
8892,9592,3849,Baltimore/Washington International Thurgood Marshall Airport,3825,Bradley International Airport,18479,523417,BWI,BDL,BWI,BDL,73W,1195998.0,28,67
8893,9592,3849,Baltimore/Washington International Thurgood Marshall Airport,3825,Bradley International Airport,18479,523417,BWI,BDL,BWI,BDL,73W 738 73C 733,1195998.0,28,67
8894,9593,3849,Baltimore/Washington International Thurgood Marshall Airport,3811,Birmingham-Shuttlesworth International Airport,40977,1245332,BWI,BHM,BWI,BHM,73C 73W,1131070.0,19,67
8895,9594,3849,Baltimore/Washington International Thurgood Marshall Airport,3690,Nashville International Airport,36677,1114847,BWI,BNA,BWI,BNA,73W,1582264.0,46,67
8896,9594,3849,Baltimore/Washington International Thurgood Marshall Airport,3690,Nashville International Airport,36677,1114847,BWI,BNA,BWI,BNA,733 73C 73W,1582264.0,46,67
8897,9595,3849,Baltimore/Washington International Thurgood Marshall Airport,3448,General Edward Lawrence Logan International Airport,23111,660866,BWI,BOS,BWI,BOS,E90,9177360.0,81,67
8899,9595,3849,Baltimore/Washington International Thurgood Marshall Airport,3448,General Edward Lawrence Logan International Airport,23111,660866,BWI,BOS,BWI,BOS,73W 73C 733,9177360.0,81,67
8900,9596,3849,Baltimore/Washington International Thurgood Marshall Airport,3820,Buffalo Niagara International Airport,22840,611178,BWI,BUF,BWI,BUF,73W 73C,1123804.0,21,67
8901,9596,3849,Baltimore/Washington International Thurgood Marshall Airport,3820,Buffalo Niagara International Airport,22840,611178,BWI,BUF,BWI,BUF,73C 73W 738,1123804.0,21,67
8902,9597,3849,Baltimore/Washington International Thurgood Marshall Airport,3806,Charleston Air Force Base-International Airport,29525,897323,BWI,CHS,BWI,CHS,73W 73C,659191.0,26,67
8903,9598,3849,Baltimore/Washington International Thurgood Marshall Airport,3486,Cleveland Hopkins International Airport,20673,608474,BWI,CLE,BWI,CLE,733,2091286.0,57,67
8904,9598,3849,Baltimore/Washington International Thurgood Marshall Airport,3486,Cleveland Hopkins International Airport,20673,608474,BWI,CLE,BWI,CLE,ERJ DH3,2091286.0,57,67
8905,9598,3849,Baltimore/Washington International Thurgood Marshall Airport,3486,Cleveland Hopkins International Airport,20673,608474,BWI,CLE,BWI,CLE,73C 733 73W,2091286.0,57,67
8906,9599,3849,Baltimore/Washington International Thurgood Marshall Airport,3876,Charlotte Douglas International Airport,23532,702148,BWI,CLT,BWI,CLT,E90 321 757 319 737 320,1745524.0,121,67
8908,9599,3849,Baltimore/Washington International Thurgood Marshall Airport,3876,Charlotte Douglas International Airport,23532,702148,BWI,CLT,BWI,CLT,E90 321 752 319 734 320,1745524.0,121,67
8909,9599,3849,Baltimore/Washington International Thurgood Marshall Airport,3876,Charlotte Douglas International Airport,23532,702148,BWI,CLT,BWI,CLT,73W,1745524.0,121,67
8911,9600,3849,Baltimore/Washington International Thurgood Marshall Airport,3759,John Glenn Columbus International Airport,22603,652830,BWI,CMH,BWI,CMH,73W,1801848.0,34,67
8912,9601,3849,Baltimore/Washington International Thurgood Marshall Airport,3627,James M Cox Dayton International Airport,26247,764864,BWI,DAY,BWI,DAY,73W,835063.0,16,67
8913,9601,3849,Baltimore/Washington International Thurgood Marshall Airport,3627,James M Cox Dayton International Airport,26247,764864,BWI,DAY,BWI,DAY,73W 73C,835063.0,16,67
8915,9602,3849,Baltimore/Washington International Thurgood Marshall Airport,3751,Denver International Airport,86982,2660205,BWI,DEN,BWI,DEN,739 320 738,,158,67
8916,9602,3849,Baltimore/Washington International Thurgood Marshall Airport,3751,Denver International Airport,86982,2660205,BWI,DEN,BWI,DEN,73W,,158,67
8917,9603,3849,Baltimore/Washington International Thurgood Marshall Airport,3645,Detroit Metropolitan Wayne County Airport,27679,825412,BWI,DTW,BWI,DTW,320 M88 M90 ERJ,8806874.0,120,67
8918,9603,3849,Baltimore/Washington International Thurgood Marshall Airport,3645,Detroit Metropolitan Wayne County Airport,27679,825412,BWI,DTW,BWI,DTW,73W,8806874.0,120,67
8919,9603,3849,Baltimore/Washington International Thurgood Marshall Airport,3645,Detroit Metropolitan Wayne County Airport,27679,825412,BWI,DTW,BWI,DTW,73W 73C,8806874.0,120,67
8920,9604,3849,Baltimore/Washington International Thurgood Marshall Airport,7669,Northwest Florida Beaches International Airport,53175,1617393,BWI,ECP,BWI,ECP,73W 73C,,5,67
8921,9605,3849,Baltimore/Washington International Thurgood Marshall Airport,3533,Fort Lauderdale Hollywood International Airport,55041,1722053,BWI,FLL,BWI,FLL,717,5547051.0,73,67
8922,9605,3849,Baltimore/Washington International Thurgood Marshall Airport,3533,Fort Lauderdale Hollywood International Airport,55041,1722053,BWI,FLL,BWI,FLL,320,5547051.0,73,67
8923,9605,3849,Baltimore/Washington International Thurgood Marshall Airport,3533,Fort Lauderdale Hollywood International Airport,55041,1722053,BWI,FLL,BWI,FLL,73W 73C 733,5547051.0,73,67
8925,9606,3849,Baltimore/Washington International Thurgood Marshall Airport,4089,Bishop International Airport,30859,929142,BWI,FNT,BWI,FNT,73W,424043.0,8,67
8926,9607,3849,Baltimore/Washington International Thurgood Marshall Airport,3685,Gerald R. Ford International Airport,34671,1046675,BWI,GRR,BWI,GRR,73W 73C,778009.0,20,67
8927,9608,3849,Baltimore/Washington International Thurgood Marshall Airport,4034,Greenville Spartanburg International Airport,27938,834141,BWI,GSP,BWI,GSP,73C 73W,639617.0,20,67
8928,9609,3849,Baltimore/Washington International Thurgood Marshall Airport,3566,William P Hobby Airport,76111,2328608,BWI,HOU,BWI,HOU,733 73H 73W 73C 738,5867489.0,47,67
8929,9610,3849,Baltimore/Washington International Thurgood Marshall Airport,3585,Indianapolis International Airport,32561,952441,BWI,IND,BWI,IND,73C 73W,1743658.0,34,67
8930,9610,3849,Baltimore/Washington International Thurgood Marshall Airport,3585,Indianapolis International Airport,32561,952441,BWI,IND,BWI,IND,73W 73C 733,1743658.0,34,67
8932,9611,3849,Baltimore/Washington International Thurgood Marshall Airport,3857,Long Island Mac Arthur Airport,14761,404840,BWI,ISP,BWI,ISP,73W,,11,67
8933,9612,3849,Baltimore/Washington International Thurgood Marshall Airport,3712,Jacksonville International Airport,38015,1174297,BWI,JAX,BWI,JAX,733 73W 73C,1328144.0,25,67
8934,9613,3849,Baltimore/Washington International Thurgood Marshall Airport,3877,McCarran International Airport,126806,3895445,BWI,LAS,BWI,LAS,73G,1902834.0,126,67
8935,9613,3849,Baltimore/Washington International Thurgood Marshall Airport,3877,McCarran International Airport,126806,3895445,BWI,LAS,BWI,LAS,320,1902834.0,126,67
8936,9613,3849,Baltimore/Washington International Thurgood Marshall Airport,3877,McCarran International Airport,126806,3895445,BWI,LAS,BWI,LAS,73H 73W 738,1902834.0,126,67
8937,9614,3849,Baltimore/Washington International Thurgood Marshall Airport,3484,Los Angeles International Airport,140311,4286399,BWI,LAX,BWI,LAX,738,25749594.0,106,67
8938,9614,3849,Baltimore/Washington International Thurgood Marshall Airport,3484,Los Angeles International Airport,140311,4286399,BWI,LAX,BWI,LAX,319 738,25749594.0,106,67
8939,9614,3849,Baltimore/Washington International Thurgood Marshall Airport,3484,Los Angeles International Airport,140311,4286399,BWI,LAX,BWI,LAX,738 73H,25749594.0,106,67
8940,9615,3849,Baltimore/Washington International Thurgood Marshall Airport,3660,Bill & Hillary Clinton National Airport/Adams Field,55151,1681634,BWI,LIT,BWI,LIT,73C 73W,685488.0,16,67
8941,9616,3849,Baltimore/Washington International Thurgood Marshall Airport,3458,Kansas City International Airport,58336,1739061,BWI,MCI,BWI,MCI,73W 73C 733,2067585.0,43,67
8942,9617,3849,Baltimore/Washington International Thurgood Marshall Airport,3878,Orlando International Airport,46579,1443673,BWI,MCO,BWI,MCO,717,2082421.0,89,67
8943,9617,3849,Baltimore/Washington International Thurgood Marshall Airport,3878,Orlando International Airport,46579,1443673,BWI,MCO,BWI,MCO,733 73W 73C 738 73H,2082421.0,89,67
8944,9618,3849,Baltimore/Washington International Thurgood Marshall Airport,3747,Chicago Midway International Airport,38393,1139061,BWI,MDW,BWI,MDW,73W,19161134.0,73,67
8945,9618,3849,Baltimore/Washington International Thurgood Marshall Airport,3747,Chicago Midway International Airport,38393,1139061,BWI,MDW,BWI,MDW,73W 73H,19161134.0,73,67
8947,9619,3849,Baltimore/Washington International Thurgood Marshall Airport,3473,Memphis International Airport,48194,1466978,BWI,MEM,BWI,MEM,73W,1304926.0,31,67
8949,9619,3849,Baltimore/Washington International Thurgood Marshall Airport,3473,Memphis International Airport,48194,1466978,BWI,MEM,BWI,MEM,73C 73W,1304926.0,31,67
8950,9620,3849,Baltimore/Washington International Thurgood Marshall Airport,4011,Manchester-Boston Regional Airport,24621,705688,BWI,MHT,BWI,MHT,73H 73W,405906.0,13,67
8951,9620,3849,Baltimore/Washington International Thurgood Marshall Airport,4011,Manchester-Boston Regional Airport,24621,705688,BWI,MHT,BWI,MHT,73W 733 73C 73H,405906.0,13,67
8952,9621,3849,Baltimore/Washington International Thurgood Marshall Airport,3717,General Mitchell International Airport,42508,1265438,BWI,MKE,BWI,MKE,733 73W 73C,1559667.0,30,67
8953,9622,3849,Baltimore/Washington International Thurgood Marshall Airport,3861,Louis Armstrong New Orleans International Airport,59122,1817226,BWI,MSY,BWI,MSY,733,1189981.0,40,67
8954,9622,3849,Baltimore/Washington International Thurgood Marshall Airport,3861,Louis Armstrong New Orleans International Airport,59122,1817226,BWI,MSY,BWI,MSY,73H 733 73W,1189981.0,40,67
8955,9623,3849,Baltimore/Washington International Thurgood Marshall Airport,3863,Will Rogers World Airport,70938,2136420,BWI,OKC,BWI,OKC,733 73C,1227278.0,22,67
8956,9624,3849,Baltimore/Washington International Thurgood Marshall Airport,3611,Norfolk International Airport,12818,363765,BWI,ORF,BWI,ORF,73W 73C,,21,67
8957,9624,3849,Baltimore/Washington International Thurgood Marshall Airport,3611,Norfolk International Airport,12818,363765,BWI,ORF,BWI,ORF,73C 73W,,21,67
8958,9625,3849,Baltimore/Washington International Thurgood Marshall Airport,3722,Palm Beach International Airport,52687,1648614,BWI,PBI,BWI,PBI,73W 733,5547051.0,19,67
8960,9626,3849,Baltimore/Washington International Thurgood Marshall Airport,3462,Phoenix Sky Harbor International Airport,120854,3666094,BWI,PHX,BWI,PHX,73W,4364094.0,85,67
8961,9626,3849,Baltimore/Washington International Thurgood Marshall Airport,3462,Phoenix Sky Harbor International Airport,120854,3666094,BWI,PHX,BWI,PHX,319 320,4364094.0,85,67
8962,9626,3849,Baltimore/Washington International Thurgood Marshall Airport,3462,Phoenix Sky Harbor International Airport,120854,3666094,BWI,PHX,BWI,PHX,73W 738,4364094.0,85,67
8963,9627,3849,Baltimore/Washington International Thurgood Marshall Airport,3570,Pittsburgh International Airport,15001,427791,BWI,PIT,BWI,PIT,73W,2354957.0,37,67
8964,9627,3849,Baltimore/Washington International Thurgood Marshall Airport,3570,Pittsburgh International Airport,15001,427791,BWI,PIT,BWI,PIT,73W 73C,2354957.0,37,67
8965,9628,3849,Baltimore/Washington International Thurgood Marshall Airport,3641,Theodore Francis Green State Airport,20847,594611,BWI,PVD,BWI,PVD,73W 73C,1600642.0,19,67
8966,9628,3849,Baltimore/Washington International Thurgood Marshall Airport,3641,Theodore Francis Green State Airport,20847,594611,BWI,PVD,BWI,PVD,73W 73C 738 73H,1600642.0,19,67
8967,9629,3849,Baltimore/Washington International Thurgood Marshall Airport,3862,Portland International Jetport Airport,28005,812545,BWI,PWM,BWI,PWM,73C,516826.0,12,67
8968,9629,3849,Baltimore/Washington International Thurgood Marshall Airport,3862,Portland International Jetport Airport,28005,812545,BWI,PWM,BWI,PWM,73W 73C,516826.0,12,67
8969,9630,3849,Baltimore/Washington International Thurgood Marshall Airport,3626,Raleigh Durham International Airport,16658,486700,BWI,RDU,BWI,RDU,ERJ,1125827.0,41,67
8970,9630,3849,Baltimore/Washington International Thurgood Marshall Airport,3626,Raleigh Durham International Airport,16658,486700,BWI,RDU,BWI,RDU,73W 73C,1125827.0,41,67
8971,9630,3849,Baltimore/Washington International Thurgood Marshall Airport,3626,Raleigh Durham International Airport,16658,486700,BWI,RDU,BWI,RDU,73W 73C 733,1125827.0,41,67
8973,9631,3849,Baltimore/Washington International Thurgood Marshall Airport,3622,Greater Rochester International Airport,20429,577573,BWI,ROC,BWI,ROC,73W,1035566.0,18,67
8974,9632,3849,Baltimore/Washington International Thurgood Marshall Airport,3793,Southwest Florida International Airport,55964,1717513,BWI,RSW,BWI,RSW,717,,32,67
8975,9632,3849,Baltimore/Washington International Thurgood Marshall Airport,3793,Southwest Florida International Airport,55964,1717513,BWI,RSW,BWI,RSW,73W 73C 733,,32,67
8976,9633,3849,Baltimore/Washington International Thurgood Marshall Airport,3731,San Diego International Airport,139591,4226782,BWI,SAN,BWI,SAN,73H,3053793.0,52,67
8977,9633,3849,Baltimore/Washington International Thurgood Marshall Airport,3731,San Diego International Airport,139591,4226782,BWI,SAN,BWI,SAN,73H 73W 738,3053793.0,52,67
8979,9634,3849,Baltimore/Washington International Thurgood Marshall Airport,3621,San Antonio International Airport,85722,2623369,BWI,SAT,BWI,SAT,73W,2072128.0,35,67
8980,9635,3849,Baltimore/Washington International Thurgood Marshall Airport,4014,Louisville International Standiford Field,32672,983023,BWI,SDF,BWI,SDF,73W,,23,67
8981,9635,3849,Baltimore/Washington International Thurgood Marshall Airport,4014,Louisville International Standiford Field,32672,983023,BWI,SDF,BWI,SDF,73W 73C,,23,67
8982,9636,3849,Baltimore/Washington International Thurgood Marshall Airport,3577,Seattle Tacoma International Airport,145080,4457785,BWI,SEA,BWI,SEA,73W,6815696.0,77,67
8983,9637,3849,Baltimore/Washington International Thurgood Marshall Airport,3536,Salt Lake City International Airport,109732,3361848,BWI,SLC,BWI,SLC,320,1130293.0,89,67
8985,9637,3849,Baltimore/Washington International Thurgood Marshall Airport,3536,Salt Lake City International Airport,109732,3361848,BWI,SLC,BWI,SLC,73W,1130293.0,89,67
8986,9638,3849,Baltimore/Washington International Thurgood Marshall Airport,3678,St Louis Lambert International Airport,45102,1336100,BWI,STL,BWI,STL,73W,2828990.0,59,67
8987,9638,3849,Baltimore/Washington International Thurgood Marshall Airport,3678,St Louis Lambert International Airport,45102,1336100,BWI,STL,BWI,STL,73W 73H 733,2828990.0,59,67
8988,9639,3849,Baltimore/Washington International Thurgood Marshall Airport,3646,Tampa International Airport,49741,1514190,BWI,TPA,BWI,TPA,717,2747272.0,65,67
8989,9639,3849,Baltimore/Washington International Thurgood Marshall Airport,3646,Tampa International Airport,49741,1514190,BWI,TPA,BWI,TPA,73C 73W 738 73H,2747272.0,65,67
8991,9640,4112,Akron Canton Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,37512,1140399,CAK,ATL,CAK,ATL,M88,5475213.0,174,11
8992,9640,4112,Akron Canton Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,37512,1140399,CAK,ATL,CAK,ATL,717 ,5475213.0,174,11
8993,9640,4112,Akron Canton Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,37512,1140399,CAK,ATL,CAK,ATL,M88 CR9,5475213.0,174,11
8994,9640,4112,Akron Canton Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,37512,1140399,CAK,ATL,CAK,ATL,73W 73C,5475213.0,174,11
8996,9641,4112,Akron Canton Regional Airport,3448,General Edward Lawrence Logan International Airport,35638,1048381,CAK,BOS,CAK,BOS,717,9177360.0,81,11
8997,9642,4112,Akron Canton Regional Airport,3751,Denver International Airport,70745,2184265,CAK,DEN,CAK,DEN,73W,,158,11
8998,9643,4112,Akron Canton Regional Airport,3697,La Guardia Airport,25619,739098,CAK,LGA,CAK,LGA,717,38139592.0,72,11
8999,9643,4112,Akron Canton Regional Airport,3697,La Guardia Airport,25619,739098,CAK,LGA,CAK,LGA,73W,38139592.0,72,11
9001,9644,4112,Akron Canton Regional Airport,3878,Orlando International Airport,52837,1617262,CAK,MCO,CAK,MCO,717,2082421.0,89,11
9003,9645,4112,Akron Canton Regional Airport,3646,Tampa International Airport,55998,1687779,CAK,TPA,CAK,TPA,717,2747272.0,65,11
9004,9646,3806,Charleston Air Force Base-International Airport,3690,Nashville International Airport,29681,867255,CHS,BNA,CHS,BNA,73C 73W,1582264.0,46,20
9006,9647,3806,Charleston Air Force Base-International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,29312,895705,CHS,BWI,CHS,BWI,73W 73C,2690886.0,70,20
9007,9648,3806,Charleston Air Force Base-International Airport,3566,William P Hobby Airport,57605,1743232,CHS,HOU,CHS,HOU,73W,5867489.0,47,20
9009,9649,3806,Charleston Air Force Base-International Airport,3747,Chicago Midway International Airport,50128,1461699,CHS,MDW,CHS,MDW,73W,19161134.0,73,20
9010,9650,3486,Cleveland Hopkins International Airport,3690,Nashville International Airport,27375,829471,CLE,BNA,CLE,BNA,ERJ,1582264.0,46,55
9011,9650,3486,Cleveland Hopkins International Airport,3690,Nashville International Airport,27375,829471,CLE,BNA,CLE,BNA,73W 73C,1582264.0,46,55
9012,9651,3486,Cleveland Hopkins International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,20629,604829,CLE,BWI,CLE,BWI,DH3,2690886.0,70,55
9013,9651,3486,Cleveland Hopkins International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,20629,604829,CLE,BWI,CLE,BWI,73C 733 73W,2690886.0,70,55
9014,9652,3486,Cleveland Hopkins International Airport,3877,McCarran International Airport,107995,3342207,CLE,LAS,CLE,LAS,739 320 738,1902834.0,126,55
9015,9652,3486,Cleveland Hopkins International Airport,3877,McCarran International Airport,107995,3342207,CLE,LAS,CLE,LAS,73W,1902834.0,126,55
9017,9653,3486,Cleveland Hopkins International Airport,3747,Chicago Midway International Airport,18805,546027,CLE,MDW,CLE,MDW,73W,19161134.0,73,55
9018,9654,3876,Charlotte Douglas International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,23403,700598,CLT,BWI,CLT,BWI,319 737 321 757 320 E90,2690886.0,70,122
9020,9654,3876,Charlotte Douglas International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,23403,700598,CLT,BWI,CLT,BWI,319 734 321 752 320 E90,2690886.0,70,122
9021,9654,3876,Charlotte Douglas International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,23403,700598,CLT,BWI,CLT,BWI,73W,2690886.0,70,122
9022,9655,3876,Charlotte Douglas International Airport,3566,William P Hobby Airport,54505,1665494,CLT,HOU,CLT,HOU,733 73W,5867489.0,47,122
9023,9656,3876,Charlotte Douglas International Airport,3878,Orlando International Airport,27941,874356,CLT,MCO,CLT,MCO,321 767 757 319,2082421.0,89,122
9025,9656,3876,Charlotte Douglas International Airport,3878,Orlando International Airport,27941,874356,CLT,MCO,CLT,MCO,321 762 752 319,2082421.0,89,122
9026,9656,3876,Charlotte Douglas International Airport,3878,Orlando International Airport,27941,874356,CLT,MCO,CLT,MCO,73W 733,2082421.0,89,122
9028,9657,3876,Charlotte Douglas International Airport,3747,Chicago Midway International Airport,42376,1228228,CLT,MDW,CLT,MDW,73W,19161134.0,73,122
9029,9658,3759,John Glenn Columbus International Airport,3682,Hartsfield Jackson Atlanta International Airport,30875,937489,CMH,ATL,CMH,ATL,M88 738 319,5475213.0,174,32
9030,9658,3759,John Glenn Columbus International Airport,3682,Hartsfield Jackson Atlanta International Airport,30875,937489,CMH,ATL,CMH,ATL,M88,5475213.0,174,32
9031,9658,3759,John Glenn Columbus International Airport,3682,Hartsfield Jackson Atlanta International Airport,30875,937489,CMH,ATL,CMH,ATL,M88 319,5475213.0,174,32
9035,9658,3759,John Glenn Columbus International Airport,3682,Hartsfield Jackson Atlanta International Airport,30875,937489,CMH,ATL,CMH,ATL,M88 73W 738 319,5475213.0,174,32
9036,9658,3759,John Glenn Columbus International Airport,3682,Hartsfield Jackson Atlanta International Airport,30875,937489,CMH,ATL,CMH,ATL,717,5475213.0,174,32
9037,9659,3759,John Glenn Columbus International Airport,3690,Nashville International Airport,20881,630041,CMH,BNA,CMH,BNA,73W 73C,1582264.0,46,32
9038,9660,3759,John Glenn Columbus International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,22632,651702,CMH,BWI,CMH,BWI,73W 73C,2690886.0,70,32
9039,9660,3759,John Glenn Columbus International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,22632,651702,CMH,BWI,CMH,BWI,73W 73C 733,2690886.0,70,32
9040,9661,3759,John Glenn Columbus International Airport,3751,Denver International Airport,64930,2018222,CMH,DEN,CMH,DEN,E70 CR7,,158,32
9041,9661,3759,John Glenn Columbus International Airport,3751,Denver International Airport,64930,2018222,CMH,DEN,CMH,DEN,73W,,158,32
9042,9662,3759,John Glenn Columbus International Airport,3533,Fort Lauderdale Hollywood International Airport,60292,1841569,CMH,FLL,CMH,FLL,73W,5547051.0,73,32
9043,9663,3759,John Glenn Columbus International Airport,3877,McCarran International Airport,104754,3253462,CMH,LAS,CMH,LAS,73H,1902834.0,126,32
9045,9664,3759,John Glenn Columbus International Airport,3878,Orlando International Airport,51830,1563188,CMH,MCO,CMH,MCO,E70,2082421.0,89,32
9047,9664,3759,John Glenn Columbus International Airport,3878,Orlando International Airport,51830,1563188,CMH,MCO,CMH,MCO,73W 73C 733,2082421.0,89,32
9048,9665,3759,John Glenn Columbus International Airport,3747,Chicago Midway International Airport,20034,588409,CMH,MDW,CMH,MDW,73W,19161134.0,73,32
9049,9665,3759,John Glenn Columbus International Airport,3747,Chicago Midway International Airport,20034,588409,CMH,MDW,CMH,MDW,73W 73H,19161134.0,73,32
9051,9666,3759,John Glenn Columbus International Airport,3462,Phoenix Sky Harbor International Airport,98802,3024111,CMH,PHX,CMH,PHX,319 320,4364094.0,85,32
9052,9666,3759,John Glenn Columbus International Airport,3462,Phoenix Sky Harbor International Airport,98802,3024111,CMH,PHX,CMH,PHX,73W,4364094.0,85,32
9053,9667,3759,John Glenn Columbus International Airport,3793,Southwest Florida International Airport,59954,1869799,CMH,RSW,CMH,RSW,E70,,32,32
9054,9667,3759,John Glenn Columbus International Airport,3793,Southwest Florida International Airport,59954,1869799,CMH,RSW,CMH,RSW,73W,,32,32
9055,9668,3759,John Glenn Columbus International Airport,3678,St Louis Lambert International Airport,23050,694117,CMH,STL,CMH,STL,73W,2828990.0,59,32
9056,9668,3759,John Glenn Columbus International Airport,3678,St Louis Lambert International Airport,23050,694117,CMH,STL,CMH,STL,733 73C 73W,2828990.0,59,32
9057,9669,3759,John Glenn Columbus International Airport,3646,Tampa International Airport,53730,1666475,CMH,TPA,CMH,TPA,E75,2747272.0,65,32
9058,9669,3759,John Glenn Columbus International Airport,3646,Tampa International Airport,53730,1666475,CMH,TPA,CMH,TPA,73C 73W 733,2747272.0,65,32
9059,9670,3744,Corpus Christi International Airport,3566,William P Hobby Airport,12202,364827,CRP,HOU,CRP,HOU,735 733,5867489.0,47,4
9060,9671,3502,Dallas Love Field,4019,Albuquerque International Sunport,34533,1043790,DAL,ABQ,DAL,ABQ,73C 733 73W,857903.0,23,28
9062,9672,3502,Dallas Love Field,3840,Rick Husband Amarillo International Airport,19298,569738,DAL,AMA,DAL,AMA,735,246474.0,6,28
9064,9672,3502,Dallas Love Field,3840,Rick Husband Amarillo International Airport,19298,569738,DAL,AMA,DAL,AMA,735 733 73W,246474.0,6,28
