,og_index,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters
13767,13731,1926,Owen Roberts International Airport,3797,John F Kennedy International Airport,\N,\N
13768,13811,813,OR Tambo International Airport,3797,John F Kennedy International Airport,\N,\N
13769,13812,1779,Norman Manley International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13770,13813,1779,Norman Manley International Airport,3797,John F Kennedy International Airport,\N,\N
13771,13838,2789,Jorge Chávez International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13772,13839,1881,Daniel Oduber Quiros International Airport,3797,John F Kennedy International Airport,261213,6234112
13773,13840,1759,Casa De Campo International Airport,3797,John F Kennedy International Airport,\N,\N
13774,13841,1780,Sangster International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13775,13842,1780,Sangster International Airport,3797,John F Kennedy International Airport,\N,\N
13776,13843,1780,Sangster International Airport,3878,Orlando International Airport,\N,\N
13777,13867,2745,Jose Maria Córdova International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13778,13871,1524,Malpensa International Airport,3797,John F Kennedy International Airport,\N,\N
13779,13872,1953,Lynden Pindling International Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
13780,13873,1953,Lynden Pindling International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13781,13874,1953,Lynden Pindling International Airport,3797,John F Kennedy International Airport,\N,\N
13782,13875,1953,Lynden Pindling International Airport,3878,Orlando International Airport,\N,\N
13783,13883,1897,Toussaint Louverture International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13784,13884,1897,Toussaint Louverture International Airport,3797,John F Kennedy International Airport,\N,\N
13785,13899,1754,Providenciales Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
13786,13900,1754,Providenciales Airport,3797,John F Kennedy International Airport,\N,\N
13787,13901,1761,Gregorio Luperon International Airport,3797,John F Kennedy International Airport,\N,\N
13788,13902,2902,Piarco International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13789,13903,2902,Piarco International Airport,3797,John F Kennedy International Airport,\N,\N
13790,13904,2889,Mercedita Airport,3797,John F Kennedy International Airport,\N,\N
13791,13905,2889,Mercedita Airport,3878,Orlando International Airport,\N,\N
13792,13906,1760,Punta Cana International Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
13793,13907,1760,Punta Cana International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13794,13908,1760,Punta Cana International Airport,3797,John F Kennedy International Airport,\N,\N
13795,13929,1762,Las Américas International Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
13796,13930,1762,Las Américas International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13797,13931,1762,Las Américas International Airport,3797,John F Kennedy International Airport,\N,\N
13798,13932,1762,Las Américas International Airport,3878,Orlando International Airport,\N,\N
13799,13946,1885,Juan Santamaria International Airport,3533,Fort Lauderdale Hollywood International Airport,243710,5643467
13800,13947,1885,Juan Santamaria International Airport,3878,Orlando International Airport,233729,5322644
13801,13948,2890,Luis Munoz Marin International Airport,3825,Bradley International Airport,\N,\N
13802,13949,2890,Luis Munoz Marin International Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
13803,13950,2890,Luis Munoz Marin International Airport,3520,Ronald Reagan Washington National Airport,\N,\N
13804,13951,2890,Luis Munoz Marin International Airport,3494,Newark Liberty International Airport,\N,\N
13805,13952,2890,Luis Munoz Marin International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13806,13953,2890,Luis Munoz Marin International Airport,3712,Jacksonville International Airport,\N,\N
13807,13954,2890,Luis Munoz Marin International Airport,3797,John F Kennedy International Airport,\N,\N
13808,13955,2890,Luis Munoz Marin International Airport,3878,Orlando International Airport,\N,\N
13809,13956,2890,Luis Munoz Marin International Airport,3830,Chicago O'Hare International Airport,\N,\N
13810,13957,2890,Luis Munoz Marin International Airport,3722,Palm Beach International Airport,\N,\N
13811,13964,2890,Luis Munoz Marin International Airport,3646,Tampa International Airport,\N,\N
13812,13971,1764,Cibao International Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
13813,13972,1764,Cibao International Airport,3494,Newark Liberty International Airport,\N,\N
13814,13973,1764,Cibao International Airport,3797,John F Kennedy International Airport,\N,\N
13815,13979,2899,Princess Juliana International Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
13816,13980,2899,Princess Juliana International Airport,3797,John F Kennedy International Airport,\N,\N
13817,13992,2894,Hewanorra International Airport,3797,John F Kennedy International Airport,\N,\N
13818,14124,1218,Barcelona International Airport,3797,John F Kennedy International Airport,\N,\N
13819,14127,1218,Barcelona International Airport,3576,Miami International Airport,\N,\N
13820,14160,1382,Charles de Gaulle International Airport,3670,Dallas Fort Worth International Airport,\N,\N
13821,14161,1382,Charles de Gaulle International Airport,3797,John F Kennedy International Airport,\N,\N
13822,14163,1382,Charles de Gaulle International Airport,3576,Miami International Airport,\N,\N
13823,14164,1382,Charles de Gaulle International Airport,3830,Chicago O'Hare International Airport,\N,\N
13824,14191,599,Dublin Airport,3797,John F Kennedy International Airport,\N,\N
13825,14193,599,Dublin Airport,3830,Chicago O'Hare International Airport,\N,\N
13826,14200,345,Düsseldorf Airport,3830,Chicago O'Hare International Airport,\N,\N
13827,14211,1555,Leonardo da Vinci–Fiumicino Airport,3797,John F Kennedy International Airport,\N,\N
13828,14214,1555,Leonardo da Vinci–Fiumicino Airport,3830,Chicago O'Hare International Airport,\N,\N
13829,14218,340,Frankfurt am Main Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
13830,14219,340,Frankfurt am Main Airport,3670,Dallas Fort Worth International Airport,\N,\N
13831,14240,421,Helsinki Vantaa Airport,3797,John F Kennedy International Airport,\N,\N
13832,14334,502,London Gatwick Airport,3877,McCarran International Airport,\N,\N
13833,14336,502,London Gatwick Airport,3878,Orlando International Airport,\N,\N
13834,14351,502,London Gatwick Airport,3646,Tampa International Airport,\N,\N
13835,14365,507,London Heathrow Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
13836,14367,507,London Heathrow Airport,3673,Austin Bergstrom International Airport,\N,\N
13837,14377,507,London Heathrow Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
13838,14381,507,London Heathrow Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,\N,\N
13839,14388,507,London Heathrow Airport,3751,Denver International Airport,\N,\N
13840,14389,507,London Heathrow Airport,3670,Dallas Fort Worth International Airport,\N,\N
13841,14396,507,London Heathrow Airport,3494,Newark Liberty International Airport,\N,\N
13842,14414,507,London Heathrow Airport,3714,Washington Dulles International Airport,\N,\N
13843,14415,507,London Heathrow Airport,3550,George Bush Intercontinental Houston Airport,\N,\N
13844,14420,507,London Heathrow Airport,3797,John F Kennedy International Airport,\N,\N
13845,14427,507,London Heathrow Airport,3877,McCarran International Airport,\N,\N
13846,14428,507,London Heathrow Airport,3484,Los Angeles International Airport,\N,\N
13847,14441,507,London Heathrow Airport,3576,Miami International Airport,\N,\N
13848,14451,507,London Heathrow Airport,3830,Chicago O'Hare International Airport,\N,\N
13849,14456,507,London Heathrow Airport,3752,Philadelphia International Airport,\N,\N
13850,14457,507,London Heathrow Airport,3462,Phoenix Sky Harbor International Airport,\N,\N
13851,14462,507,London Heathrow Airport,3626,Raleigh Durham International Airport,\N,\N
13852,14465,507,London Heathrow Airport,3731,San Diego International Airport,\N,\N
13853,14466,507,London Heathrow Airport,3577,Seattle Tacoma International Airport,\N,\N
13854,14467,507,London Heathrow Airport,3469,San Francisco International Airport,\N,\N
13855,14492,1229,Adolfo Suárez Madrid–Barajas Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
13856,14493,1229,Adolfo Suárez Madrid–Barajas Airport,3670,Dallas Fort Worth International Airport,\N,\N
13857,14494,1229,Adolfo Suárez Madrid–Barajas Airport,3797,John F Kennedy International Airport,\N,\N
13858,14495,1229,Adolfo Suárez Madrid–Barajas Airport,3484,Los Angeles International Airport,\N,\N
13859,14498,1229,Adolfo Suárez Madrid–Barajas Airport,3576,Miami International Airport,\N,\N
13860,14499,1229,Adolfo Suárez Madrid–Barajas Airport,3830,Chicago O'Hare International Airport,\N,\N
13861,14504,478,Manchester Airport,3797,John F Kennedy International Airport,\N,\N
13862,14506,478,Manchester Airport,3830,Chicago O'Hare International Airport,\N,\N
13863,14509,1824,Licenciado Benito Juarez International Airport,3670,Dallas Fort Worth International Airport,69360,1834750
13864,14511,1824,Licenciado Benito Juarez International Airport,3576,Miami International Airport,120224,3395752
13865,14525,1821,General Francisco J. Mujica International Airport,3670,Dallas Fort Worth International Airport,65766,1750206
13866,14534,1524,Malpensa International Airport,3797,John F Kennedy International Airport,\N,\N
13867,14536,1524,Malpensa International Airport,3576,Miami International Airport,\N,\N
13868,14559,1386,Paris-Orly Airport,3494,Newark Liberty International Airport,\N,\N
13869,14560,1386,Paris-Orly Airport,3797,John F Kennedy International Airport,\N,\N
13870,14595,1885,Juan Santamaria International Airport,3576,Miami International Airport,244918,5671724
13871,14600,2883,Cyril E. King Airport,3576,Miami International Airport,\N,\N
13872,15382,2276,Taiwan Taoyuan International Airport,3797,John F Kennedy International Airport,\N,\N
13873,15387,2276,Taiwan Taoyuan International Airport,3484,Los Angeles International Airport,\N,\N
13874,15396,2276,Taiwan Taoyuan International Airport,3577,Seattle Tacoma International Airport,\N,\N
13875,15397,2276,Taiwan Taoyuan International Airport,3469,San Francisco International Airport,\N,\N
13876,15627,4304,Cheddi Jagan International Airport,3797,John F Kennedy International Airport,\N,\N
13877,15630,2882,Point Salines International Airport,3797,John F Kennedy International Airport,\N,\N
13878,15641,1779,Norman Manley International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13879,15642,1779,Norman Manley International Airport,3797,John F Kennedy International Airport,\N,\N
13880,15644,1779,Norman Manley International Airport,3878,Orlando International Airport,\N,\N
13881,15650,1780,Sangster International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13882,15651,1780,Sangster International Airport,3797,John F Kennedy International Airport,\N,\N
13883,15660,2902,Piarco International Airport,3533,Fort Lauderdale Hollywood International Airport,\N,\N
13884,15663,2902,Piarco International Airport,3797,John F Kennedy International Airport,\N,\N
13885,15666,2902,Piarco International Airport,3878,Orlando International Airport,\N,\N
13886,15667,2902,Piarco International Airport,3576,Miami International Airport,\N,\N
13887,15675,2901,Tobago-Crown Point Airport,3797,John F Kennedy International Airport,\N,\N
13888,15940,1852,Cancún International Airport,3550,George Bush Intercontinental Houston Airport,118715,2844753
13889,16278,1824,Licenciado Benito Juarez International Airport,3550,George Bush Intercontinental Houston Airport,60322,1514229
13890,16388,3364,Beijing Capital International Airport,3494,Newark Liberty International Airport,\N,\N
13891,16408,3364,Beijing Capital International Airport,3728,Daniel K Inouye International Airport,\N,\N
13892,16411,3364,Beijing Capital International Airport,3714,Washington Dulles International Airport,\N,\N
13893,16412,3364,Beijing Capital International Airport,3550,George Bush Intercontinental Houston Airport,\N,\N
13894,16417,3364,Beijing Capital International Airport,3797,John F Kennedy International Airport,\N,\N
13895,16427,3364,Beijing Capital International Airport,3484,Los Angeles International Airport,\N,\N
13896,16449,3364,Beijing Capital International Airport,3830,Chicago O'Hare International Airport,\N,\N
13897,16455,3364,Beijing Capital International Airport,3469,San Francisco International Airport,\N,\N
13898,16508,3406,Shanghai Pudong International Airport,3494,Newark Liberty International Airport,\N,\N
13899,16522,3406,Shanghai Pudong International Airport,3484,Los Angeles International Airport,\N,\N
13900,16530,3406,Shanghai Pudong International Airport,3830,Chicago O'Hare International Airport,\N,\N
13901,16533,3406,Shanghai Pudong International Airport,3469,San Francisco International Airport,\N,\N
13902,17086,1767,La Aurora Airport,3484,Los Angeles International Airport,182870,4570445
13903,17117,3992,Kansai International Airport,3797,John F Kennedy International Airport,\N,\N
13904,17133,2279,Narita International Airport,3728,Daniel K Inouye International Airport,\N,\N
13905,17183,2276,Taiwan Taoyuan International Airport,3728,Daniel K Inouye International Airport,\N,\N
13906,17191,2276,Taiwan Taoyuan International Airport,3484,Los Angeles International Airport,\N,\N
13907,17203,2276,Taiwan Taoyuan International Airport,3469,San Francisco International Airport,\N,\N
13908,17326,1871,Tocumen International Airport,3448,General Edward Lawrence Logan International Airport,323275,7521918
13909,17336,1871,Tocumen International Airport,3494,Newark Liberty International Airport,310224,7159778
13910,17344,1871,Tocumen International Airport,3714,Washington Dulles International Airport,297950,6799574
13911,17345,1871,Tocumen International Airport,3550,George Bush Intercontinental Houston Airport,225896,4574271
13912,17347,1871,Tocumen International Airport,3797,John F Kennedy International Airport,312242,7205646
13913,17349,1871,Tocumen International Airport,3877,McCarran International Airport,285530,6339387
13914,17350,1871,Tocumen International Airport,3484,Los Angeles International Airport,290097,6485644
13915,17356,1871,Tocumen International Airport,3878,Orlando International Airport,274610,6106714
13916,17360,1871,Tocumen International Airport,3576,Miami International Airport,285799,6455794
13917,17364,1871,Tocumen International Airport,3830,Chicago O'Hare International Airport,283610,6274374
13918,17380,1871,Tocumen International Airport,3646,Tampa International Airport,275285,6130722
13919,17567,3077,Hong Kong International Airport,3494,Newark Liberty International Airport,\N,\N
13920,17578,3077,Hong Kong International Airport,3797,John F Kennedy International Airport,\N,\N
13921,17586,3077,Hong Kong International Airport,3484,Los Angeles International Airport,\N,\N
13922,17599,3077,Hong Kong International Airport,3830,Chicago O'Hare International Airport,\N,\N
13923,17606,3077,Hong Kong International Airport,3469,San Francisco International Airport,\N,\N
13924,17689,156,Vancouver International Airport,3797,John F Kennedy International Airport,159103,4835118
13925,17820,3370,Guangzhou Baiyun International Airport,3484,Los Angeles International Airport,\N,\N
13926,18582,3364,Beijing Capital International Airport,3645,Detroit Metropolitan Wayne County Airport,\N,\N
13927,18606,3364,Beijing Capital International Airport,3577,Seattle Tacoma International Airport,\N,\N
13928,18635,3406,Shanghai Pudong International Airport,3645,Detroit Metropolitan Wayne County Airport,\N,\N
13929,19389,340,Frankfurt am Main Airport,3877,McCarran International Airport,\N,\N
13930,19402,340,Frankfurt am Main Airport,3577,Seattle Tacoma International Airport,\N,\N
13931,19426,534,Glasgow International Airport,3878,Orlando International Airport,\N,\N
13932,19507,478,Manchester Airport,3877,McCarran International Airport,\N,\N
13933,19509,478,Manchester Airport,3878,Orlando International Airport,\N,\N
13934,19674,248,Kotoka International Airport,3797,John F Kennedy International Airport,\N,\N
13935,19681,580,Amsterdam Airport Schiphol,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
13936,19684,580,Amsterdam Airport Schiphol,3448,General Edward Lawrence Logan International Airport,\N,\N
13937,19685,580,Amsterdam Airport Schiphol,3670,Dallas Fort Worth International Airport,\N,\N
13938,19688,580,Amsterdam Airport Schiphol,3645,Detroit Metropolitan Wayne County Airport,\N,\N
13939,19689,580,Amsterdam Airport Schiphol,3494,Newark Liberty International Airport,\N,\N
13940,19691,580,Amsterdam Airport Schiphol,3714,Washington Dulles International Airport,\N,\N
13941,19692,580,Amsterdam Airport Schiphol,3550,George Bush Intercontinental Houston Airport,\N,\N
13942,19693,580,Amsterdam Airport Schiphol,3797,John F Kennedy International Airport,\N,\N
13943,19697,580,Amsterdam Airport Schiphol,3484,Los Angeles International Airport,\N,\N
13944,19698,580,Amsterdam Airport Schiphol,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,\N,\N
13945,19699,580,Amsterdam Airport Schiphol,3830,Chicago O'Hare International Airport,\N,\N
13946,19700,580,Amsterdam Airport Schiphol,3720,Portland International Airport,\N,\N
13947,19701,580,Amsterdam Airport Schiphol,3577,Seattle Tacoma International Airport,\N,\N
13948,19702,580,Amsterdam Airport Schiphol,3469,San Francisco International Airport,\N,\N
13949,19925,2895,Queen Beatrix International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
13950,19926,2895,Queen Beatrix International Airport,3797,John F Kennedy International Airport,\N,\N
13951,19927,2895,Queen Beatrix International Airport,3697,La Guardia Airport,\N,\N
13952,19945,1218,Barcelona International Airport,3797,John F Kennedy International Airport,\N,\N
13953,19946,4069,L.F. Wade International International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
13954,19947,4069,L.F. Wade International International Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
13955,19948,4069,L.F. Wade International International Airport,3797,John F Kennedy International Airport,\N,\N
13956,19967,1815,Del Bajío International Airport,3682,Hartsfield Jackson Atlanta International Airport,92523,2621386
13957,19968,1815,Del Bajío International Airport,3484,Los Angeles International Airport,102208,2797613
13958,19982,3320,Brisbane International Airport,3484,Los Angeles International Airport,\N,\N
13959,19983,2709,El Dorado International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
13960,19984,2709,El Dorado International Airport,3797,John F Kennedy International Airport,\N,\N
13961,19988,2896,Flamingo International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
13962,20017,302,Brussels Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
13963,20018,302,Brussels Airport,3797,John F Kennedy International Airport,\N,\N
13964,20019,2531,Presidente Juscelino Kubistschek International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
13965,20039,1957,Philip S. W. Goldson International Airport,3682,Hartsfield Jackson Atlanta International Airport,154841,3904624
13966,20040,1957,Philip S. W. Goldson International Airport,3484,Los Angeles International Airport,179874,4586323
13967,20049,3370,Guangzhou Baiyun International Airport,3484,Los Angeles International Airport,\N,\N
13968,20050,2851,Simón Bolívar International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
13969,20053,1382,Charles de Gaulle International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
13970,20054,1382,Charles de Gaulle International Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
13971,20056,1382,Charles de Gaulle International Airport,3488,Cincinnati Northern Kentucky International Airport,\N,\N
13972,20057,1382,Charles de Gaulle International Airport,3645,Detroit Metropolitan Wayne County Airport,\N,\N
13973,20058,1382,Charles de Gaulle International Airport,3494,Newark Liberty International Airport,\N,\N
13974,20059,1382,Charles de Gaulle International Airport,3714,Washington Dulles International Airport,\N,\N
13975,20060,1382,Charles de Gaulle International Airport,3550,George Bush Intercontinental Houston Airport,\N,\N
13976,20061,1382,Charles de Gaulle International Airport,3797,John F Kennedy International Airport,\N,\N
13977,20062,1382,Charles de Gaulle International Airport,3484,Los Angeles International Airport,\N,\N
13978,20064,1382,Charles de Gaulle International Airport,3576,Miami International Airport,\N,\N
13979,20065,1382,Charles de Gaulle International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,\N,\N
13980,20067,1382,Charles de Gaulle International Airport,3830,Chicago O'Hare International Airport,\N,\N
13981,20068,1382,Charles de Gaulle International Airport,3752,Philadelphia International Airport,\N,\N
13982,20069,1382,Charles de Gaulle International Airport,3570,Pittsburgh International Airport,\N,\N
13983,20070,1382,Charles de Gaulle International Airport,3577,Seattle Tacoma International Airport,\N,\N
13984,20071,1382,Charles de Gaulle International Airport,3469,San Francisco International Airport,\N,\N
13985,20072,1382,Charles de Gaulle International Airport,3536,Salt Lake City International Airport,\N,\N
13986,20123,1852,Cancún International Airport,3682,Hartsfield Jackson Atlanta International Airport,157882,4074428
13987,20124,1852,Cancún International Airport,3448,General Edward Lawrence Logan International Airport,216094,5792400
13988,20125,1852,Cancún International Airport,3488,Cincinnati Northern Kentucky International Airport,174017,4497046
13989,20126,1852,Cancún International Airport,3645,Detroit Metropolitan Wayne County Airport,186830,4883234
13990,20127,1852,Cancún International Airport,3585,Indianapolis International Airport,171783,4429143
13991,20128,1852,Cancún International Airport,3797,John F Kennedy International Airport,205060,5476128
13992,20129,1852,Cancún International Airport,3484,Los Angeles International Airport,182915,4756126
13993,20130,1852,Cancún International Airport,3878,Orlando International Airport,167428,4377197
13994,20131,1852,Cancún International Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,176352,4661152
13995,20132,1852,Cancún International Airport,3626,Raleigh Durham International Airport,179489,4723936
13996,20133,1852,Cancún International Airport,3536,Salt Lake City International Airport,184806,4782754
13997,20177,1800,Cozumel International Airport,3682,Hartsfield Jackson Atlanta International Airport,162176,4076006
13998,20219,1084,Léopold Sédar Senghor International Airport,3797,John F Kennedy International Airport,\N,\N
13999,20361,599,Dublin Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14000,20362,599,Dublin Airport,3797,John F Kennedy International Airport,\N,\N
14001,20363,345,Düsseldorf Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14002,20364,2188,Dubai International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14003,20386,3988,Ministro Pistarini International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14004,20395,1555,Leonardo da Vinci–Fiumicino Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14005,20396,1555,Leonardo da Vinci–Fiumicino Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
14006,20397,1555,Leonardo da Vinci–Fiumicino Airport,3797,John F Kennedy International Airport,\N,\N
14007,20398,1555,Leonardo da Vinci–Fiumicino Airport,3484,Los Angeles International Airport,\N,\N
14008,20399,1555,Leonardo da Vinci–Fiumicino Airport,3576,Miami International Airport,\N,\N
14009,20400,1555,Leonardo da Vinci–Fiumicino Airport,3830,Chicago O'Hare International Airport,\N,\N
14010,20412,1948,Grand Bahama International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14011,20413,340,Frankfurt am Main Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14012,20414,340,Frankfurt am Main Airport,3645,Detroit Metropolitan Wayne County Airport,\N,\N
14013,20415,340,Frankfurt am Main Airport,3797,John F Kennedy International Airport,\N,\N
14014,20419,2305,Fukuoka Airport,3728,Daniel K Inouye International Airport,\N,\N
14015,20425,1926,Owen Roberts International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14016,20426,1926,Owen Roberts International Airport,3645,Detroit Metropolitan Wayne County Airport,\N,\N
14017,20427,1804,Don Miguel Hidalgo Y Costilla International Airport,3682,Hartsfield Jackson Atlanta International Airport,99309,2797388
14018,20428,1804,Don Miguel Hidalgo Y Costilla International Airport,3687,Fresno Yosemite International Airport,108844,2894857
14019,20429,1804,Don Miguel Hidalgo Y Costilla International Airport,3484,Los Angeles International Airport,97989,2565503
14020,20431,1804,Don Miguel Hidalgo Y Costilla International Airport,3734,Ontario International Airport,94741,2475959
14021,20432,1804,Don Miguel Hidalgo Y Costilla International Airport,3830,Chicago O'Hare International Airport,114909,3202727
14022,20433,1804,Don Miguel Hidalgo Y Costilla International Airport,3536,Salt Lake City International Airport,110514,2964772
14023,20434,1804,Don Miguel Hidalgo Y Costilla International Airport,3817,Sacramento International Airport,117736,3168199
14024,20439,1941,Exuma International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14025,20440,2560,Rio Galeão – Tom Jobim International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14026,20443,534,Glasgow International Airport,3878,Orlando International Airport,\N,\N
14027,20444,2882,Point Salines International Airport,3797,John F Kennedy International Airport,\N,\N
14028,20457,2564,Guarulhos - Governador André Franco Montoro International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14029,20458,2564,Guarulhos - Governador André Franco Montoro International Airport,3645,Detroit Metropolitan Wayne County Airport,\N,\N
14030,20459,2564,Guarulhos - Governador André Franco Montoro International Airport,3797,John F Kennedy International Airport,\N,\N
14031,20470,1767,La Aurora Airport,3682,Hartsfield Jackson Atlanta International Airport,157837,3888747
14032,20471,1767,La Aurora Airport,3797,John F Kennedy International Airport,205014,5290447
14033,20472,1767,La Aurora Airport,3484,Los Angeles International Airport,182870,4570445
14034,20482,1807,General Ignacio P. Garcia International Airport,3484,Los Angeles International Airport,\N,\N
14035,20484,1807,General Ignacio P. Garcia International Airport,3462,Phoenix Sky Harbor International Airport,\N,\N
14036,20485,2359,Tokyo Haneda International Airport,3484,Los Angeles International Airport,\N,\N
14037,20486,2359,Tokyo Haneda International Airport,3577,Seattle Tacoma International Airport,\N,\N
14038,20526,3930,Incheon International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14039,20527,3930,Incheon International Airport,3670,Dallas Fort Worth International Airport,\N,\N
14040,20528,3930,Incheon International Airport,3645,Detroit Metropolitan Wayne County Airport,\N,\N
14041,20529,3930,Incheon International Airport,3728,Daniel K Inouye International Airport,\N,\N
14042,20530,3930,Incheon International Airport,3714,Washington Dulles International Airport,\N,\N
14043,20531,3930,Incheon International Airport,3797,John F Kennedy International Airport,\N,\N
14044,20532,3930,Incheon International Airport,3877,McCarran International Airport,\N,\N
14045,20533,3930,Incheon International Airport,3484,Los Angeles International Airport,\N,\N
14046,20534,3930,Incheon International Airport,3830,Chicago O'Hare International Airport,\N,\N
14047,20536,3930,Incheon International Airport,3577,Seattle Tacoma International Airport,\N,\N
14048,20537,3930,Incheon International Airport,3469,San Francisco International Airport,\N,\N
14049,20659,813,OR Tambo International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14050,20662,1779,Norman Manley International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14051,20664,3992,Kansai International Airport,3728,Daniel K Inouye International Airport,\N,\N
14052,20819,502,London Gatwick Airport,3877,McCarran International Airport,\N,\N
14053,20820,502,London Gatwick Airport,3878,Orlando International Airport,\N,\N
14054,20821,507,London Heathrow Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14055,20822,507,London Heathrow Airport,3448,General Edward Lawrence Logan International Airport,\N,\N
14056,20823,507,London Heathrow Airport,3645,Detroit Metropolitan Wayne County Airport,\N,\N
14057,20824,507,London Heathrow Airport,3494,Newark Liberty International Airport,\N,\N
14058,20825,507,London Heathrow Airport,3714,Washington Dulles International Airport,\N,\N
14059,20826,507,London Heathrow Airport,3797,John F Kennedy International Airport,\N,\N
14060,20827,507,London Heathrow Airport,3484,Los Angeles International Airport,\N,\N
14061,20828,507,London Heathrow Airport,3576,Miami International Airport,\N,\N
14062,20829,507,London Heathrow Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,\N,\N
14063,20830,507,London Heathrow Airport,3830,Chicago O'Hare International Airport,\N,\N
14064,20831,507,London Heathrow Airport,3577,Seattle Tacoma International Airport,\N,\N
14065,20832,507,London Heathrow Airport,3469,San Francisco International Airport,\N,\N
14066,20834,2789,Jorge Chávez International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14067,20835,1881,Daniel Oduber Quiros International Airport,3682,Hartsfield Jackson Atlanta International Airport,214035,4832411
14068,20836,1881,Daniel Oduber Quiros International Airport,3797,John F Kennedy International Airport,261213,6234112
14069,20837,1881,Daniel Oduber Quiros International Airport,3484,Los Angeles International Airport,239068,5514110
14070,20841,273,Murtala Muhammed International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14071,20845,1229,Adolfo Suárez Madrid–Barajas Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14072,20846,1229,Adolfo Suárez Madrid–Barajas Airport,3797,John F Kennedy International Airport,\N,\N
14073,20847,478,Manchester Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14074,20848,478,Manchester Airport,3877,McCarran International Airport,\N,\N
14075,20849,478,Manchester Airport,3878,Orlando International Airport,\N,\N
14076,20850,1780,Sangster International Airport,3682,Hartsfield Jackson Atlanta International Airport,\N,\N
14077,20851,1780,Sangster International Airport,3645,Detroit Metropolitan Wayne County Airport,\N,\N
14078,20852,1780,Sangster International Airport,3585,Indianapolis International Airport,\N,\N
14079,20853,1780,Sangster International Airport,3797,John F Kennedy International Airport,\N,\N
14080,20907,3339,Melbourne International Airport,3484,Los Angeles International Airport,\N,\N
