,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
68,1544658,2717517,3327886,1725769,2749834,729405,2947368,817384,2243809,2250228,624690,2128405,1987195,1404551,\N,1125909,1073192,1680993,1492831,1660821,1510883,1383142,1367007,1574334,2143174,1672312,1536893,2444672,1217237,1122666,2518003,2574705,2014495,1998360,2610818,2288557,797017,1971093,1542698,1012826,1200869,\N,1103694,1241103,1455472,872828,1259423,1174450,2114849,1357282,2508801,2320075,2184655,1913554,1159075,2230465,1625762,2327281,1932167,1094445,2178844,2058536,1516101,2007881,2175652,1987175,1973794,1900118,1964227,1234521,1923243,1227962,2608522,2718729,2006605,1878864,1786690,1032211,2551884,946922,2103601,2200418,1962220,2966076,2638388,1805304,2041747,1093489,967581,\N,2051980,1679918,1389237,1672032,2018272,2317041,1881018,2048788,1270257,1860311
69,1846930,1936151,2076251,1837363,1174587,1107657,1796379,3064344,3326580,2133545,2149372,1053803,1066255,1259083,1947152,1756090,2796421,2747880,2170979,2043238,2027103,729797,1271261,1135842,2562895,2170610,2905497,2946743,1988160,1860419,1844284,817184,1649820,2219588,895340,1705327,2415013,3253615,1602076,1819654,2169668,930835,2087515,1375211,1482812,2184331,1825349,2949990,2622301,1789217,3074960,2025661,956618,830711,1443311,\N,1915110,1403550,1491671,1373150,1575620,1535161,2002186,2118690,1361408,2180171,1224945,2129289,2032702,1133386,1844224,1830844,1757168,1821277,1037716,2002709,1091571,1906030,1659508,1981618,2243854,1973393,1845653,1829518,2247811,622500,2621864,1942298,2079249,1960237,1832496,1737744,1174878,1039458,2002152,1385549,1235611,1107870,1091735,2128131
70,1904239,1117349,1937742,1810002,1674582,\N,\N,\N,\N,252041,\N,100369,51035,\N,\N,\N,\N,85395,\N,\N,\N,253090,\N,\N,100369,\N,85395,51035,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4108569,\N,\N,\N,4110699,892914,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,892768,\N,\N,\N,\N,\N,\N,\N,111402,111400
71,\N,1056813,1202795,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1058467,\N,\N,\N,\N,1408512,\N,1406965,1197917,\N,\N,\N,\N,\N,\N,\N,1490363,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,141520,37469,154903,\N,100028,141170,154715,154634,\N,\N,\N,\N,\N,\N,\N,\N,\N,1755741,\N,\N,\N,\N,\N,\N,2473123,\N,826292,\N,\N,\N,\N,\N,2143359,\N,\N,\N,2143844,1197917,1490363,\N,\N,\N,\N
72,\N,122535,111402,122533,40071,40073,495319,497365,231163,358814,595552,594730,\N,\N,\N,\N,\N,141520,37469,\N,\N,415417,390211,353385,190217,\N,100028,141170,154715,416721,308852,200785,\N,393133,133324,228794,133309,372081,326744,373393,328207,192256,37038,154634,308429,\N,\N,1426088,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1293314,2250442,288482,933717,248853,1642560,1296163,2252204,290243,917120,249634,1644932,\N,1489374,1512360,326753,1340568,1612853,239622,1089439,413170,1750302,476297,\N,834219,1872099,1460117,1094184,339258,1140860,200621,845935,473869,1357300,1141684,397237,938652,2245964
73,824263,150759,4077708,752597,4081552,691478,1281780,860393,1038878,2255539,1299094,314658,1454117,1153469,\N,\N,444840,2281101,665372,816840,1386409,1308396,602068,\N,1028557,1239420,\N,1088130,1059003,2808396,524024,625391,1511880,\N,1295446,561341,265246,449980,1267630,1459705,389179,1055299,1275360,1556091,681428,887206,612428,565604,1426088,3164868,3536469,642936,922628,1433090,\N,841195,\N,\N,1334395,707734,1179857,1175973,611503,2752211,256320,1795124,1056813,1312561,\N,1271971,807717,525621,1416697,1756692,755664,2003399,\N,588246,706211,1384265,1603825,1202795,937352,952083,4190346,965233,1248028,2916164,1134717,1121951,502879,1684047,1901981,648818,869743,709444,1555948,935064,3457426,1583596
74,384017,1114010,686978,4265691,3975854,1096419,978772,3925641,3661354,\N,3041656,3997289,3511984,804124,926754,\N,\N,1574621,426060,731741,517029,1268284,2790480,361356,361467,495407,1171604,1484435,1508386,324173,1338457,1615614,241115,1081671,410693,\N,1755843,\N,476021,841274,1869314,1458781,1095040,338045,1140399,197288,843907,473285,1350789,1136919,396184,937489,2242639,819495,149061,748755,691546,1278553,857035,1040496,2257345,\N,1300998,314469,1464527,\N,1155886,\N,\N,1712058,448094,2280700,661333,814761,\N,1389249,1308107,600090,1029080,1235795,1086722,1057188,523298,624299,1506903,\N,1291918,557059,262646,449193,\N,\N,1263486,1464281,322900,\N,1064036,\N,1272092,1556129
75,678968,883049,615133,559332,\N,1425765,\N,\N,\N,\N,\N,\N,2143359,462978,1229091,\N,3165109,\N,3540877,\N,3125429,3051222,\N,635019,918630,1433331,840395,1332689,710031,1178371,1172166,611464,255314,1798295,1058467,1309655,\N,1266371,808015,524454,1408712,\N,1830430,3120898,\N,1894346,2695939,3187930,755117,1705708,2143844,3053227,589414,705014,\N,1380910,1602213,\N,1197917,938901,953842,\N,4189181,966230,1250896,2907568,1130741,1120308,501479,773614,1685475,648403,871150,706436,1554838,935705,3457987,1579578,383885,1112296,683533,\N,4263641,\N,1231212,\N,\N,3976411,\N,1298883,1095579,977923,\N,3924122,3040479,1142039,3998095,3522635,804233,923305
76,1574071,424314,734064,514863,1268213,2789706,359747,360250,493072,1170300,\N,\N,\N,\N,\N,1468946,\N,\N,1276552,\N,5253435,\N,\N,\N,397999,409871,632956,1469840,\N,396614,\N,\N,404927,629896,1277447,\N,\N,5275090,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4730555,\N,\N,\N,\N,\N,1055299,1202795,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2098273,\N,\N,\N,\N,\N,\N,1064036,\N,\N,\N,\N,1740489,\N
77,\N,\N,\N,550723,\N,\N,2143359,\N,\N,\N,\N,\N,\N,2097975,1737771,550185,2143844,\N,1197917,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,466703,158209,458520,101382,104562,229508,222865,156587,222693,222451,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,219459,183424,219892,29799,176414,1202795,\N,\N,\N,\N,\N,\N,1197917,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,77365,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,78784,\N,\N
78,\N,\N,1055299,1202795,\N,\N,4796126,\N,\N,1064036,\N,\N,\N,\N,\N,1490997,1197917,1490363,\N,\N,\N,\N,\N,542618,1001607,1959118,1680738,995060,1332372,1954578,1751255,1299094,1028557,545757,2879518,2382855,1418797,1611037,2222230,1722053,3895445,1783746,757995,691667,1216961,1999634,3283147,1613239,1255618,1450189,1594103,1412697,1300992,2867063,2222819,3115020,1213444,1841424,2113281,1927792,2322273,2549851,1792458,1569291,826292,1872965,2723856,1492992,3231568,2372731,1693726,2174892,2606190,1816465,1005601,4896370,1999960,1853744,2181689,2057295,3229638,3670485,988235,1860866,1252024,2088196,1884873,1958841,1029080,\N,\N,\N,2377289,\N,1721171,\N,4701168,3279923,2112368,2177853
79,4517161,2241572,\N,4037468,4401863,1846660,2060077,\N,\N,337998,\N,5243069,1108260,2227179,\N,2506633,6429087,\N,4725442,4672224,\N,5644287,\N,\N,\N,\N,3484017,428963,4725442,2242397,1361018,1609974,2043808,2324321,2538287,1574861,1876426,1705430,3893146,1252296,1928055,3228628,4038383,2324333,453529,2679183,877993,2823096,1571947,4008013,528686,2320754,3674874,4396182,2535323,457234,3125429,3269343,1846362,1567982,964983,2547839,982055,2060343,1096285,1312820,1678069,1793319,1858803,341097,1579771,1565888,1908130,\N,1788866,1450373,1568405,1872036,2680051,3120898,636428,824021,995385,1413832,757715,692391,1873733,1252929,1110775,1359295,964384,1096621,1513487,1543177,911559,2723558,876969,3429770,1333101,1610147
80,1591133,1490749,2223720,1700465,2820811,3261658,1315735,1902897,632901,1512410,3420182,2130227,1926904,2508801,1544743,3231653,1571959,1759171,2374886,4012192,913850,1400917,1694874,1953958,2084478,2133804,2176136,527814,1759008,1737096,1752317,1817352,1882837,427683,1932163,3975854,\N,\N,2629257,2565621,\N,2974392,3051222,\N,\N,\N,\N,3053227,\N,3976411,\N,3141723,\N,3550493,\N,\N,\N,414725,\N,\N,\N,1426088,1202795,\N,\N,\N,3051222,3053227,1197917,\N,\N,\N,751457,1018160,747762,491900,992412,441155,492168,441175,1018979,992711,889037,781950,758874,842179,1481346,\N,\N,\N,\N,\N,\N,\N,177539,176654,\N,1299094,1202795,1300998
81,\N,826292,\N,\N,\N,\N,4549416,\N,4556945,\N,\N,\N,\N,824021,1490997,1197917,1490363,1275360,1202795,\N,\N,\N,\N,\N,4108569,2143359,\N,1329504,4482395,4110699,2143844,1197917,\N,1332043,1490363,\N,4494151,916488,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3269343,\N,\N,557905,1426088,\N,1425765,\N,\N,\N,\N,\N,\N,\N,\N,2238607,903631,1780204,3115020,1569291,1957074,903045,1205943,2679183,3125429,2462027,668357,2242183,4658141,1786453,1568405,1964079,1216845,2680051,3120898,2535410,675834,2636880,3041370,\N
82,2762740,3196054,2695939,3187930,2631059,3041025,2687701,3196009,2695985,3194578,5272456,\N,\N,413713,460195,412106,457862,1528728,\N,\N,550723,\N,\N,550185,\N,\N,\N,\N,\N,\N,\N,\N,\N,2617561,2362748,3112723,2892511,2334978,4437876,2081976,1202853,743759,1409666,1300206,2155763,1739591,116555,493465,476116,2568812,1332372,366468,102362,775922,264029,634092,1335069,396830,302894,676233,936336,5130990,5735145,3672475,230430,57417,343203,1470414,1141684,2255539,1386409,\N,1055299,1275360,1433090,1202795,3975854,1528728,290003,2208247,2781767,1453426,2795846,2435642,271118,2250152,1813378,2821051,1094098,1142027,605926,1481951,530740,777980,353031,108906,1704852,2698066,196835,436136
83,491253,2131259,1094472,1106209,894603,1121878,466104,266679,829280,1852986,1395324,1035120,1239956,797988,1311085,1456469,2715428,1045822,1051890,3160424,\N,371039,\N,746154,2992235,4830949,\N,1611037,7522501,5001583,1027932,692184,513197,883892,\N,601387,453968,490783,860846,1474689,332299,623165,602373,891446,1677212,582238,608474,2660205,296973,2334946,4286399,1156177,4546723,1135790,2224983,798454,1615722,1328012,634879,463431,116782,608041,151233,1154436,1187930,854014,1750962,1488521,303443,1259852,382828,368199,55417,154411,776407,1136919,2208585,353951,829471,1050446,332722,604829,1154866,838260,212341,4884443,322010,602416,2112529,1916223,284435,172361,739827,202259,1980081,336109,453641,965630,585463,2045367
84,509588,251143,3342207,3783054,763735,1296207,1701701,672404,1190712,1693091,563143,1906642,3223241,278645,769064,428554,1975541,550771,3953689,893247,556402,1772218,483257,142968,839710,992824,601161,1673224,1255051,214727,2018222,846226,632336,1845937,615232,683694,658759,790570,131055,2628566,1526157,1770545,1719694,2138740,462678,380759,1907774,1031606,817716,1657203,515656,407736,167719,550922,380482,325979,1903004,956987,743098,500014,604932,2656663,349412,2284190,1152635,4543181,620276,141540,748766,389221,402071,681586,5144681,346680,2257345,1473395,1707628,2134897,896961,1123786,1857558,1314086,3159809,1677928,2662638,1137602,1262835,2112608,2022142,793134,136549,465379,4144067,1909695,169766,1909313,2660225,1216961,954092,569709
85,1072254,1999634,246037,1044527,2043893,2841489,1404711,1878549,1601294,3283147,644588,\N,995258,566001,1771972,425131,1868780,1251424,358523,323762,1278137,\N,2042366,2643272,1613239,830546,964339,1714948,1102021,817288,\N,222637,1255618,1696465,858991,2865397,\N,1548759,764947,1070651,973254,2962325,1763983,2728264,2018383,3311404,1661418,1346206,1242363,2042257,1534872,1456227,1450189,2044228,508143,\N,\N,1091603,859530,1614499,1594103,1997407,2777504,1412697,1488523,832475,2300923,2293457,1616937,212952,2768386,637921,1844478,545771,1669247,3189655,668101,1771621,1478869,1828010,1785220,2131175,2033591,1219722,1058793,1543062,2063227,2723130,848717,1887183,1671980,1334116,2986332,1115402,1455980,2137784,1219524,2021485,2383706,1351757
86,2923233,2335107,1757606,1569562,1766679,2393516,1917323,1213444,2504923,\N,2144718,400434,2322273,1492992,3139295,2738777,2216683,952070,739399,566165,1072936,1795073,1478643,547686,1999960,964327,\N,809963,2057295,452046,386771,285755,121261,492934,242313,1055267,1039053,1213418,173475,2052727,193681,883766,260748,\N,\N,\N,1389249,\N,2797031,\N,\N,\N,\N,1395895,\N,\N,\N,367089,\N,\N,487915,617484,300087,5251651,\N,1191531,742884,996357,843775,5419733,1032557,955809,352583,\N,2839973,2504669,1785748,959821,\N,\N,\N,\N,2016261,\N,\N,\N,1181085,\N,867483,1128349,5235726,\N,\N,\N,\N,379560,2617385,1143386,360250,1468505
87,4069650,4510498,\N,\N,6178675,\N,\N,\N,\N,1930006,1737881,1748025,4094236,411911,2050882,1399847,1501875,1918156,2098273,\N,\N,1052203,\N,\N,2327365,1996075,1290586,558344,\N,1942823,4644947,\N,3857039,606952,\N,\N,\N,7147652,\N,300835,\N,4436195,518768,780909,531860,541524,2011721,5444007,4417727,5390790,2904416,1271204,1178423,\N,4592195,4681132,5003379,6362852,\N,4486013,\N,1527045,\N,\N,\N,401868,\N,1808398,2138595,\N,1141766,\N,2059559,3899478,1381484,692251,834144,1161273,607535,4796126,2706637,779265,\N,301221,467956,687806,1372531,1018345,1875202,633894,367185,308760,531754,1599321,204017,122160,\N,1980395,3279923,\N
88,2015208,303592,\N,\N,\N,1681291,1898820,337998,\N,2227179,4848454,\N,428963,303042,641305,408373,335226,931343,993172,896199,291905,565225,1769841,421894,1864251,199581,223588,659361,312471,\N,452969,1866877,1181851,1027487,1955017,318963,865023,458484,1202261,967586,1123977,792867,1539686,1194982,1248964,355968,320114,1275680,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,930697,185870,1343924,558115,2037377,1117964,1229486,984634,640075,\N,233296,1064036,\N,2439247,610952,490882,467641,1038110,\N,748401,\N,867242,605653,809002,\N,153908,866319,590869,671145,635225,2633025,521655,5061949,824007,747259,2642600,2146885
89,\N,807807,\N,\N,384509,543543,\N,1691049,\N,\N,1029070,\N,460702,803137,4877942,\N,\N,1120122,2259601,934836,1143293,424187,271785,\N,3928570,4300171,431190,\N,399291,\N,\N,1721456,1412669,195465,3736452,320584,1725670,1766141,1740489,\N,\N,2147967,1844060,1138572,332761,4492933,\N,246127,3679866,410186,6789868,\N,682147,900080,455697,206648,362559,622421,4240554,2546632,945992,337345,918016,4440180,4529118,214307,6005068,\N,4382709,1318495,\N,\N,599684,1483186,1930045,783982,\N,890067,986862,756188,\N,1411658,1911386,2579559,366775,1360732,937606,\N,1272092,272245,2696719,1105253,1395130,1238982,\N,\N,2990064,601656,454523,2345821
90,2675475,1612135,\N,1746745,2046707,145146,1670019,2148710,1843674,1525513,380841,1857293,2843556,1318585,1657620,2847401,381891,2293694,1609974,399205,1319797,1482507,2043808,1214581,2627924,\N,1895683,\N,\N,1574244,\N,1866097,655657,\N,1955773,\N,1538028,2659549,\N,916624,558793,1237973,2086885,2267720,957242,1589716,733959,1427048,2324321,2538287,834447,252312,1558979,365843,2672853,\N,\N,3602498,674153,\N,529046,804884,\N,1277965,1574861,903653,1518059,588824,3385457,1923940,\N,1815196,1551009,522933,757098,1876426,550723,769247,\N,\N,\N,1828575,704506,1437695,2448743,1705430,2210134,1540170,1819210,3628098,\N,2495732,1909740,2106582,853417,\N,2337756,4571475,1860018,1454860
91,1921600,2142525,1802191,\N,2867830,2390906,2814613,343480,1561044,1499598,3761866,3109186,347901,3058973,2427202,3786675,\N,2367861,1231312,821354,3140983,2508614,1247700,1071003,3051521,1598868,1084972,795091,1723961,307286,1512826,\N,1514032,946508,1986599,898709,3652177,2966737,3965798,3397370,2419067,1906906,1893240,828305,956593,2237320,1147547,961326,515052,1711309,1146061,932171,1590780,335383,3643371,1100829,360423,\N,814025,738334,1221967,1467099,1133183,1428982,\N,1757431,343986,\N,\N,\N,\N,\N,\N,416077,\N,\N,4549416,\N,\N,\N,7192738,5489093,4720050,\N,\N,108740,249712,58577,270142,\N,\N,\N,588080,219077,3341602,1252296,4070483,635614,3927107,2324333
92,453529,2823096,374002,6334273,892914,1305956,\N,1476169,2248886,198970,2629257,1366689,4835049,4288229,154943,3787848,1775112,4749782,1698542,2320754,2188553,4516729,369891,\N,2565621,\N,\N,4302875,2535323,\N,2242437,\N,4556945,\N,457234,\N,\N,4075359,2974392,517844,3125429,3051222,\N,\N,\N,2166548,3269343,1575593,\N,629985,3917658,205262,6477701,\N,2505771,765575,4774056,199662,2197194,173046,301904,1818098,611437,561224,1919007,1146554,643234,260038,\N,817406,2198812,4598473,470481,2058709,4068756,\N,853918,848181,141534,573712,251303,1558874,621277,366171,765117,2862206,423642,2660555,1312820,714484,598443,801498,\N,\N,\N,\N,1543600,672825,1036010,476036
93,584267,764297,833349,529435,396483,1066435,796751,498039,1301497,968226,1932506,1718616,1178713,823075,2895616,1701461,2960873,1734435,341097,\N,202919,1400519,1579771,4082813,\N,1908130,731988,6110037,340243,4529404,446146,194328,1095699,1761004,1748169,904494,896136,589375,2020422,604050,58263,316930,413491,1653489,\N,\N,\N,\N,3309310,2049778,\N,4546548,1715862,1928208,\N,\N,\N,2256567,6458474,4754829,4701612,\N,672505,1658535,1401386,1812203,115222,314004,1345028,263171,521942,756870,1521995,149543,1240627,2038325,514443,169943,1537576,1502145,214710,1453654,1194982,1450373,1923863,1769500,1872036,3120898,636428,3187930,1485365,1696245,2034774,2100297,1740092,550185,3053227,1490997,3560107,2083289
94,504028,1049940,1513487,\N,\N,\N,\N,\N,1087753,2328576,2142908,700480,2162841,1292022,2602226,859445,1998108,1432481,750721,1605466,2447845,660592,1204817,2156759,1333101,1336107,\N,5737882,1197917,292523,1812433,1094095,1144110,1484620,1105320,798130,2712787,1610147,\N,1475336,892422,1156830,2226540,1329160,635273,\N,1488795,381341,562946,1251969,613937,659357,1719797,829348,4580060,513471,409088,501109,1154416,1591133,1490749,740950,536909,463875,\N,\N,494943,1057180,1291827,1019699,2223720,929988,\N,898087,292832,315030,333021,\N,1201545,1194731,\N,\N,1345219,982938,1137464,1700465,1145596,332878,1219747,1760767,589237,2820811,3261658,621368,1315735,\N,1032903,829673,512696,823488
95,1902897,1096379,894438,3302583,1654969,2251976,115711,328530,263115,1521493,216621,632901,1490363,2403099,\N,1512410,\N,\N,\N,1291044,747235,1447177,624148,3396108,\N,1257580,2820718,274939,751260,1498751,6307979,\N,1573515,\N,3490878,1761826,1445281,1312127,1321064,1109311,988254,2130227,3336814,1919818,1579180,182615,940765,520366,3306940,3432293,832358,4069048,5523179,\N,2247418,3285884,3237173,319131,1999288,732452,490427,\N,\N,1116103,1926904,1102274,544572,923454,\N,1023238,2614224,2623694,1299939,1663381,1830016,1387474,3510872,1372594,2090699,\N,2550968,857756,\N,555891,323436,2215941,1447739,870718,624836,1907349,\N,1940324,1823582,\N,342261,1996650,203863,4648380,4494016,3627931
96,1573880,477500,3400993,232195,259530,1055264,500141,1255634,1040245,2776952,241208,2487602,1261140,4651686,809628,3218435,1400917,3849443,3669566,1909443,633013,2812889,1203912,282864,1489051,277608,831044,185806,2300880,609708,409934,2110900,3915226,751493,4142039,524471,277837,855937,733544,1499020,757551,2287069,4137566,1614138,2336273,372829,202715,773614,207586,300671,675787,1571863,636456,1441714,354305,1842587,231418,832690,777072,443156,1925442,1312018,4554926,772889,530205,196288,2148190,1320591,542276,1672256,762324,375388,358152,1107922,428355,540883,604082,987503,1975539,3186548,2008513,470229,1805445,277316,2133804,663041,1769122,4429270,4249393,2390705,200658,3339922,794852,1459208,2904512,2544308,342310,2198934,1922044,2769833
97,1268372,934456,1629062,1581984,1824219,169747,509677,173881,298775,360202,335191,938271,554399,1779255,1179369,915988,1499642,520032,3668035,2113738,4593527,\N,4439164,3745019,\N,1820857,\N,3306092,263424,1302241,244905,1741490,495460,\N,3976411,2824988,437164,1047130,5007984,583346,4554667,\N,610018,306735,3960783,2145510,5325883,4552254,2037935,2739358,885336,4689665,311134,4853607,\N,3141723,\N,\N,4535301,3111425,\N,3647107,4729880,\N,\N,892768,610194,\N,\N,586840,2903025,4532784,3550493,606695,148374,172536,3194578,3566624,\N,\N,\N,2602082,662400,3442278,873607,1056378,\N,4655417,1206087,4149098,4139188,781363,\N,3081873,356442,834139,4557762,375632,5350158,795486
98,2773296,511628,361281,1298883,2502815,1195089,165075,671629,3307236,\N,\N,1393508,2376940,4771408,1539494,2122133,1474006,4241691,\N,1214633,831064,1066143,210810,1533464,347066,2066423,3059135,557905,\N,847949,2368846,1142039,2252292,1194090,477097,1892713,4390079,3143460,642229,3297056,164258,256712,1680300,4498487,2494303,3251101,663977,408227,289411,2002333,735773,898677,1329334,1529686,1315796,1243177,493437,3300326,1216823,555654,403047,601264,1114801,443362,394504,1773898,2984907,1806872,688640,427683,226952,1472956,1603804,344962,1932163,340987,756021,395863,1111110,2140653,1926764,793719,1104099,1450942,1722424,819429,1390328,530907,305441,2131953,1140224,780020,1502495,922050,948021,550700,1211718,2059263,897799,1022709
99,464986,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,905045,115676,274161,1013388,1300206,2155763,679901,180180,515391,274284,888212,1254292,607115,402243,416567,540058,5828020,1221395,536332,397237,1299094,1056813,1202795,1248028,2916164,1906313,346245,2841714,2250152,1813378,2663654,1621604,167235,950188,198499,257821,1222722,578949,2739290,4701862,2277248,1481951,374077,808818,792728,319727,1080242,875370,613483,1192020,1063961,1297125,1394058,1279769,211325,647292,1061094,1110812,1441193,3264098,1440253,1464752,797988,1263132,1488533,722112,1362951,5794582,719177,2879518,349615,4830949,341776,642158,2417476,1611037,514306,4264694,952002
100,898454,646151,506026,509127,875745,1239201,716618,833869,628997,725144,1070133,619326,891446,649856,627311,702148,2223622,336652,1756674,1156177,158592,3666094,168360,784839,1622364,993989,753821,581097,684260,545370,949785,1309525,1019319,451015,564344,1231526,379281,327233,840399,1757604,951978,1049549,1377884,382828,838260,1916223,780043,2014702,563143,705579,313019,905855,274227,1254624,\N,396184,\N,1910224,168116,950259,1219267,612585,649578,1356716,1232083,1069690,700598,4307490,169239,755775,\N,546913,452349,327522,839710,698798,433955,4475572,757167,4479416,769959,762700,645292,2500527,1672057,1706890,994520,\N,450255,992824,243546,\N,1152736,197944,\N,\N,\N,\N,727497,1023255
101,\N,167755,135285,406938,1066119,670730,\N,601161,1673224,350234,950277,985391,604981,1032503,3537831,3909432,660162,1039505,\N,5234514,1214159,327070,\N,1579383,874356,789548,984466,3150075,654184,1401538,1187358,1364817,\N,923485,1872913,1153528,307257,\N,375704,1848813,1255051,543766,1079298,4435334,418719,571647,854442,3289127,731642,\N,900743,\N,1290462,1508395,255233,476158,319136,1165521,1148197,3830389,1981460,407680,739971,766411,4546952,4348817,4059218,5418691,\N,3286644,4370252,1017257,1171743,\N,\N,1184312,729750,944873,254332,395449,\N,893271,1544568,1474695,1562230,1220225,699748,649289,1716793,911107,3644416,891155,1876190,615232,766569,3024111,1287262,257179,1129879,922818
102,625848,655117,753796,834669,1528059,1096487,1802814,515656,951949,407736,770580,760000,760050,1578925,1001916,500014,877330,275998,890449,604978,575855,1077490,1193184,1062699,713304,832145,619716,785461,577873,951978,842778,647604,649288,583120,838070,761322,2171474,1647797,821870,520002,1667508,518730,779597,921710,422707,1144711,584994,948899,457279,1567013,1119752,389091,3953159,4324760,396093,1629486,1735519,1389128,1414830,758126,1702130,1780204,1765078,703450,\N,524897,1858123,1152635,309220,1594070,211030,3704455,424249,1545054,647050,864983,432156,630226,1662968,4265143,922451,979481,1532029,1332558,616757,1411017,1459645,808570,1537582,1727699,951766,770251,2504849,1216961,1696465,3311404,1594103,2777504,1412697,274647
103,1015128,180229,516461,1539720,541076,1300992,347393,2729614,1066186,1598718,1280987,1109598,\N,2867063,512265,904978,719041,2222819,2946939,1623977,\N,1313023,1758588,1380525,1917323,313496,1673359,1714291,1288829,1128983,921715,684164,1727910,3115020,1155657,1528236,3118865,1581698,2170692,1213444,1345040,1175372,1841424,998566,1254945,2504923,1716708,2481477,2113274,\N,1336896,431500,1597174,791916,1740065,241742,\N,1469567,931226,1006383,\N,1739816,\N,1837463,1541368,2931014,\N,432613,1084019,2144718,400434,\N,568181,1387333,694892,1644639,2550791,573572,1927792,272371,2322273,493190,591293,1429595,665390,2549851,\N,\N,3873962,544770,715492,\N,534900,\N,888904,1792452,774270,1837543,840827,1062688
104,764085,2141531,1602758,1311750,1754597,500157,968440,1594917,1569291,826292,938059,1746655,\N,\N,\N,315445,1048634,2232729,1492992,2230557,1811634,2036801,3231568,2372731,1693725,1293263,1977199,\N,1071008,2121742,4842939,2025838,1658448,1653270,1924941,2096862,2644353,785244,2019782,\N,1010023,3139295,2174891,454778,1684205,\N,1370214,3365337,2738777,666371,325125,2688565,2606190,4058139,419192,\N,1971332,1434900,2760212,2292600,1185500,201424,1021694,1369023,1816459,1263960,429941,1507946,320445,185622,1389825,1164099,533559,3255647,2746401,3569269,3000840,2216683,1381853,1343630,705085,1713512,1657662,1175012,547686,2243487,991583,826916,1853744,988235,2209945,452046,930079,3183713,916488,409629,998850,1327284,2388069,698736
105,681709,1402382,1253437,489752,450226,996357,2504669,\N,2050882,\N,1290586,147712,3857039,254989,1719166,1018345,2480483,367185,963078,242222,518139,231079,\N,1155003,1667676,2112368,2227179,\N,1876826,3773315,198368,457966,1339807,896199,428894,1597369,291905,790732,2236645,239373,1467972,939387,726091,548660,1022226,929750,312471,1005512,\N,1738872,318963,164167,517491,1832931,911704,1302660,726641,134805,776445,1538519,985596,406108,918781,\N,\N,\N,\N,\N,\N,\N,\N,430412,1071389,427615,1343924,222744,670982,1143938,1085483,984634,\N,296476,671145,2146885,\N,\N,4300171,1725670,5086223,1670019,399205,\N,\N,2538287,1923940,1705430,2495732,1909740,2867830,568101
106,1147547,348400,581891,976103,791041,949073,949124,1387230,1210942,3337504,1937108,335383,1066404,2717199,304350,457998,253126,387115,\N,987500,1568768,695093,606894,1119567,1642530,590667,1757431,1328717,\N,\N,2842117,\N,\N,1440981,\N,344511,336604,\N,781802,1032873,908442,5464819,1097224,389100,2549755,\N,\N,\N,\N,\N,1208054,\N,\N,4108569,4549416,\N,\N,\N,1774398,\N,2087399,\N,1329504,594861,\N,3921707,671619,817425,5489093,4482395,4631113,4720050,6407938,\N,\N,\N,1844915,627335,818183,\N,571728,\N,\N,\N,3537477,3890733,1928055,4110699,453529,4070561,2823096,4008013,486557,271401,1305956,\N,2248886,4709523,3267755,4835049
