0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
17956,67701,35586,36083,27680,37800,15542,9278,27057,59289,45912,33639,42104,26253,42174,49019,86509,36325,34991,102986,\N,13757,\N,26341,98814,157175,\N,53969,322567,163243,35778,24284,18019,29765,\N,20285,15045,19199,31760,53318,11357,21307,24275,30335,54602,19977,20673,86982,10042,76176,140311,39048,148322,35250,70374,26376,52284,45677,21727,15825,5114,23357,6199,38600,39083,28003,57679,50735,11049,39956,12713,13094,2319,5378,25666,37369,72037,12521,27375,34860,11362,20629,38613,28436,7122,188589,10635,20993,68477,62638,9902,6275,25172,7186,64173,11271,15084,32677,20565,68480
16949,8737,107995,122666,26532,42724,55712,22920,39662,54697,19460,61820,105242,9462,26450,14547,65097,18480,128734,29490,18509,58874,16515,5170,28497,33174,22072,54579,42983,7072,64930,29258,22567,61987,20641,22744,23522,25379,4254,87243,50159,57547,54480,70131,14396,12602,61193,35317,28626,55651,17314,12893,5442,18175,12482,10581,61080,32730,26039,16791,21016,87325,12225,74344,39390,148665,20045,5410,23378,13399,13736,23779,191940,13021,72740,50631,55492,67697,27841,37792,59338,42220,102415,54596,86875,35419,39818,67943,64810,25559,4624,14563,164063,61095,5581,61183,87239,41746,32044,22420
33685,63669,9167,34690,69932,92186,45062,61117,52496,104901,25560,\N,34060,18394,56268,14774,59627,40720,14233,13049,40151,\N,65191,86811,53993,25865,33372,54603,37139,28550,\N,7745,40660,55332,29391,93546,\N,48291,23787,36380,30380,94920,55373,101615,68714,106109,52576,42465,42411,67251,49962,45590,45753,68329,18128,\N,\N,34169,27094,52462,50529,65050,90461,45756,47082,28053,73970,73610,54471,7045,103999,21537,61458,18203,53668,101819,21037,57656,49934,59611,57136,69644,66554,38908,34831,52060,67630,122313,27963,61688,54205,42245,95595,34751,45900,68481,40047,66356,80337,45731
94685,77007,57641,54162,58208,76637,62353,41667,82087,\N,69813,12785,74740,49929,139054,90172,74315,31934,24488,22118,34113,59792,49285,18136,64107,32384,\N,27777,68950,15255,13422,9668,4406,15940,8992,35528,34344,38682,6286,69990,7482,30860,9126,\N,\N,\N,46692,\N,91546,\N,\N,\N,\N,46137,\N,\N,\N,13394,\N,\N,18990,21037,10251,200099,\N,39460,25080,33467,28997,204556,35415,32641,12526,\N,92472,82146,59692,32086,\N,\N,\N,\N,64975,\N,\N,\N,39078,\N,29340,37872,202835,\N,\N,\N,\N,13059,85645,38955,13113,47950
131989,146661,\N,\N,258827,\N,\N,\N,\N,64730,56514,57654,144989,14904,66218,46915,50172,63657,68582,\N,\N,36279,\N,\N,77332,66329,43455,21268,\N,62621,151225,\N,127248,21169,\N,\N,\N,309398,\N,11130,\N,156742,18288,26593,18607,18543,65899,214565,145985,214257,95181,41907,40230,\N,149487,152729,203711,268572,\N,145534,\N,51496,\N,\N,\N,13838,\N,59675,71186,\N,38122,\N,69174,132599,47840,24301,28617,40625,21149,156851,119818,26639,\N,13171,18132,24984,45367,32745,61222,21226,13099,10892,17874,52289,6979,4473,\N,64331,104846,\N
64848,13347,\N,\N,\N,53768,60538,10953,\N,71920,158355,\N,13743,12955,25265,14750,11185,30726,34215,28787,12195,18379,56174,14605,65570,7025,7700,21907,10284,\N,14913,59938,39156,34549,65290,11086,29074,17425,41293,32636,37447,26232,49841,41181,40430,14010,12789,39888,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,31850,7000,45424,18702,65195,37133,39808,32268,22209,\N,9327,35469,\N,79485,21863,18197,15707,34076,\N,26495,\N,32073,24495,26579,\N,6427,28237,20850,22244,22780,87974,19661,192496,29197,26423,87159,70085
\N,27856,\N,\N,13426,18097,\N,53752,\N,\N,34848,\N,17631,26650,190775,\N,\N,37374,73584,32737,36727,15264,11051,\N,126208,139169,15659,\N,13527,\N,\N,58512,45291,7871,132928,11846,54995,59427,56521,\N,\N,69512,62098,39224,11530,146994,\N,9025,119712,15178,297337,\N,24231,31389,15370,7384,12247,22455,138449,83121,30684,12625,32414,145257,148499,7416,256511,\N,143633,45279,\N,\N,21617,48453,64968,26061,\N,32079,34233,29648,\N,45987,77413,84638,13949,52976,30752,\N,40856,9225,86631,35966,53969,42128,\N,\N,99068,20482,15228,76635
116176,52029,\N,57394,68307,5364,54313,90598,61803,50471,12820,62517,120633,44330,55759,124354,12514,74799,53987,12838,49808,49210,68572,38600,86016,\N,60383,\N,\N,60485,\N,65791,21785,\N,65338,\N,49795,118912,\N,32049,18801,40039,89323,73743,30525,53525,24186,45864,74848,81400,28840,8844,52354,12438,88232,\N,\N,174904,23719,\N,18420,27960,\N,40355,50402,31310,61066,19857,162684,61591,\N,61650,59958,18926,25270,61750,18247,27860,\N,\N,\N,75796,22711,46530,78153,58170,72951,61534,57962,118710,\N,81796,60557,71149,28118,\N,74763,225475,72819,55709
62463,69510,57301,\N,130642,75844,130333,11365,51978,50515,123304,100457,13051,98739,119788,184649,\N,80084,46595,31189,101148,79491,43318,41307,142896,51078,41597,26437,54908,11175,49246,\N,60953,31081,80941,30704,120016,99424,130667,111868,81360,75622,73612,25881,30511,75735,37192,33350,16988,54650,39137,32446,53539,11330,118287,37070,13378,\N,28434,24366,40139,47779,36699,45889,\N,57288,12198,\N,\N,\N,\N,\N,\N,14973,\N,\N,148913,\N,\N,\N,311528,216695,154982,\N,\N,4226,8513,3431,10711,\N,\N,\N,19641,7489,107511,40599,131754,21129,125942,74727
15343,90098,14482,285027,30027,43120,\N,48254,73851,7508,102373,48811,156967,140388,5600,122495,58061,184788,55582,75044,83187,146738,13133,\N,97667,\N,\N,139162,81737,\N,75962,\N,148867,\N,15586,\N,\N,130741,116356,18570,100305,98586,\N,\N,\N,70347,105082,54046,\N,21352,127947,7644,289630,\N,96452,28541,194797,7019,70697,6544,11474,62372,21335,19616,78573,36689,22025,10094,\N,27395,81844,149238,15863,71004,131189,\N,29220,28612,5397,20243,8773,52330,20967,12486,26347,93739,15130,87809,44721,25567,21292,27906,\N,\N,\N,\N,48188,23558,34738,17613
20656,23968,27095,18365,13147,36333,27728,17977,42739,30347,64888,58197,40575,27298,93814,55704,94765,56096,10978,\N,7195,45016,50456,130462,\N,61838,23244,274210,11096,148273,14528,7661,36975,55514,57772,31398,29736,19852,68634,21034,2354,11480,15018,55230,\N,\N,\N,\N,105849,65939,\N,178731,54858,61540,\N,\N,\N,72922,285293,190460,190152,\N,22950,52759,47193,61429,3835,11572,42701,9024,18854,25177,49437,5385,42460,67186,18273,5944,50150,50375,7006,45269,39532,45999,63775,59168,61693,100187,20405,103619,48249,54726,68103,68844,56571,18129,98135,48305,116608,68014
17800,36078,53434,\N,\N,\N,\N,\N,34096,77282,69175,22590,70160,41834,84844,27423,66397,46858,24741,52161,78348,22645,40679,69482,45211,44705,\N,214497,39695,9777,60533,37922,38481,50306,36043,26293,86602,53899,\N,53383,30402,39127,70656,45673,21778,\N,50752,12649,19427,42751,20476,23621,54886,28221,178178,17215,12968,16849,39491,50680,49963,24607,17899,15198,\N,\N,16172,35800,43669,32840,71856,30702,\N,28864,12269,10407,11156,\N,41129,41303,\N,\N,45524,32146,39062,57850,37219,11197,40106,57382,19736,90197,104868,20940,45029,\N,34567,26972,18125,27305
61875,36953,29557,118807,55410,73064,3863,11706,9020,49440,7092,20577,48342,82239,\N,53132,\N,\N,\N,41931,24536,49093,20652,109432,\N,42361,91848,9231,25454,49412,283019,\N,53375,\N,126823,58793,45756,44752,44947,38479,33586,68774,107193,64169,51809,6677,32642,17455,106407,110937,27320,167869,242193,\N,72346,106071,103741,10815,65137,24033,16093,\N,\N,37548,62551,35785,18007,30561,\N,33773,89519,87211,43225,55316,61742,46214,113770,45418,70963,\N,86734,28165,\N,21173,11374,73367,48925,31670,20674,61837,\N,62229,57948,\N,12352,65329,7509,151321,146714,118855
54050,17893,109664,10333,9209,36663,17841,46431,35872,90624,8623,81425,42463,151738,27655,104641,45286,126790,118938,60754,21342,91341,40399,10809,47477,9464,28152,6983,74365,21262,14923,71282,127757,25348,134623,17599,9283,28146,23263,49260,23938,73331,134070,54160,75041,14163,7577,26634,6739,11446,24030,53231,21536,45187,12094,61586,10196,29876,26145,15065,62558,44791,147832,26562,18465,7385,69921,44936,17912,53522,29005,13548,11797,38416,14592,18680,22181,33570,65176,101665,65569,18226,57356,10830,68738,20724,57894,145875,138023,76237,7099,107393,27642,49550,95165,82891,11392,70311,64338,89368
41596,30516,52174,52005,59667,6405,16975,6613,11282,12147,12232,32251,18270,56935,40180,31988,50403,17434,149688,69766,149623,\N,145016,123292,\N,62279,\N,106254,9077,44892,9096,57696,18646,\N,129236,92946,15529,36212,162621,19980,147849,\N,23404,11193,128149,70224,203883,148213,66400,90277,30708,152392,11015,158448,\N,116761,\N,\N,147785,100832,\N,117786,154521,\N,\N,30162,21245,\N,\N,20696,93409,148467,135451,21098,5777,6203,103014,116860,\N,\N,\N,84923,22727,110735,31714,36481,\N,151083,40446,134176,134371,26739,\N,115547,12208,29630,148122,13478,213892,27574
89791,17243,12472,44807,98945,38768,6033,23007,106749,\N,\N,46489,86251,154891,53439,78103,58876,136843,\N,38895,27276,34701,7018,51895,12937,67309,98987,19400,\N,27965,79876,36404,72300,38892,18555,61293,142678,101448,21861,105628,6029,9841,54474,145630,80047,103974,23083,14677,10888,65099,23797,29675,42300,51824,45133,43089,16403,107160,40761,18423,13994,21421,37400,14413,14841,59001,95489,59393,24977,13544,7920,48313,51181,12205,62563,12271,23969,15046,34764,71256,64565,26464,35808,45582,54958,27307,46364,17989,11106,68325,37963,25689,48796,30468,31000,18194,39852,69021,30626,33572
15694,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,30420,4246,8910,33328,42587,69193,23131,6260,16663,9077,28683,42105,21391,14074,15284,18314,214882,40994,18350,13535,42009,33681,39737,41896,94955,62057,11349,93324,73599,60479,87086,52755,6214,31727,6921,9054,41950,21010,90516,153383,74701,50177,13693,28845,26601,11291,37411,30094,20610,39248,34593,41552,46245,43311,7337,23303,34695,36262,47930,105345,48129,47212,26253,41692,50376,24163,46749,217725,25808,95315,12981,157175,12490,22530,79500,53969,18492,139472,33748
31889,21669,17025,17755,29552,40102,23243,31228,23911,24112,36526,24703,30335,22069,20910,23532,72687,11880,56283,39048,5642,120854,5913,25499,52644,33056,25560,20322,23192,18301,31237,42519,33757,16111,20886,42178,14252,10838,27125,58040,30806,34683,43798,12713,28436,62638,27301,65416,19460,23863,10822,30396,9142,41895,\N,13676,\N,62409,6363,31779,41611,20658,23464,46243,40513,36471,23403,169033,5874,25643,\N,18581,16159,10842,28497,24524,15410,173490,27306,177211,24746,26537,21216,82501,54714,57716,34871,\N,15578,33174,9723,\N,36402,8593,\N,\N,\N,\N,23895,33498
\N,5638,4856,14264,36226,24420,\N,22072,54579,12708,32851,32520,19377,35012,114156,127116,24130,35407,\N,227761,40497,11283,\N,53854,27941,26455,32899,113923,21931,47753,37645,46463,\N,30672,63233,37507,12836,\N,15016,62611,42983,19050,34049,145856,13833,18674,28773,107660,25363,\N,30643,\N,43979,51137,8562,15610,11044,39655,37326,123049,64548,13334,27213,27314,149064,141800,172645,237506,\N,108769,142187,33689,40447,\N,\N,39715,28162,31102,11476,15449,\N,30641,51085,50177,53167,41624,24554,22996,56144,31291,118258,31475,61535,20641,26218,98802,43491,8648,37912,31908
22158,21869,27047,29054,49809,37349,57908,17314,32277,12893,24841,26314,26468,53067,34946,16791,29690,10364,28885,21009,20662,37115,39136,34836,25294,30873,24661,25617,20148,31417,27275,21282,22946,20261,29363,26589,70845,55628,28022,17134,52790,17155,25688,30652,15277,38133,19567,32903,16944,51156,35765,14063,126968,139928,14458,53309,58678,44329,46353,26805,54033,59593,57281,24094,\N,18080,62264,39390,10568,50436,7825,120472,15344,51475,23030,30188,14408,22618,53714,139208,29722,33014,50077,45445,21719,45254,47490,26821,51472,59740,33032,29814,82641,41746,55332,106109,50529,90461,45756,9069
33667,6228,16570,57432,18432,41979,11401,90507,34517,60203,43223,36174,\N,95138,17861,29774,23429,72705,124588,52520,\N,42714,57886,43752,62353,10904,54544,55850,43428,38151,31811,22112,56564,129045,39464,49806,132766,53059,70870,41667,45617,37156,61526,31919,41482,82087,54305,81274,68504,\N,43074,15383,53561,27475,65356,8091,\N,53471,30455,32429,\N,57948,\N,59769,50025,127324,\N,14323,36815,69813,12785,\N,18050,46480,22738,53986,84105,20743,62528,9201,74720,17314,20614,46401,21333,84303,\N,\N,183316,17765,23800,\N,17268,\N,27880,58523,25356,69674,27486,35582
24627,69712,53409,46174,66192,16521,32838,52916,49696,26916,33106,65403,\N,\N,\N,10236,34055,71472,49929,72763,69946,66083,106390,77866,53876,43329,65196,\N,36239,68082,233887,77690,61942,55495,62693,68365,87209,25897,65422,\N,33719,139054,69163,15037,54231,\N,44562,110984,90172,23212,10647,88454,124243,193060,14267,\N,67764,52829,90559,72810,40215,7175,34639,45602,59199,46052,14783,48228,10727,6302,45317,39202,19050,107696,92363,118347,99548,74315,50418,45211,26181,57695,55613,37432,18136,76393,35106,28205,62049,33744,71394,15255,31076,103934,31471,14052,31989,43352,78145,22509
23263,48246,41478,19195,15506,33467,82146,\N,66218,\N,43455,5209,127248,11707,54560,32745,81341,13099,32300,9609,16996,7584,\N,36650,52890,68553,71920,\N,60448,119700,8538,15473,43408,28787,15503,53888,12195,27361,73353,8056,53323,32272,23757,18214,33282,30723,10284,32416,\N,58098,11086,5536,17116,59800,31307,42295,24673,4685,25489,49977,33046,14112,30352,\N,\N,\N,\N,\N,\N,\N,\N,14363,36679,15738,45424,8422,24334,38189,36907,32268,\N,11469,22244,70085,\N,\N,139169,54995,202504,54313,12838,\N,\N,81400,61591,58170,81796,60557,130642,18092
37192,12504,19285,33477,26843,32720,32874,46637,41169,107979,62596,11330,36097,88522,10577,17259,9943,14140,\N,32547,51354,22852,19581,35821,53904,18857,57288,43379,\N,\N,93675,\N,\N,48267,\N,12846,12165,\N,27333,35381,31337,206686,37754,14440,84276,\N,\N,\N,\N,\N,41294,\N,\N,134242,148913,\N,\N,\N,58428,\N,68132,\N,45707,23182,\N,129588,23508,28507,216695,148324,151740,154982,270702,\N,\N,\N,61589,22359,28892,\N,20702,\N,\N,\N,114004,126873,62480,133884,15343,131859,90098,130095,16749,9122,43120,\N,73851,153375,105524,156967
127225,118323,140219,55582,75044,43685,48273,13133,\N,183067,\N,139162,81737,108116,\N,148867,\N,15586,\N,\N,130741,141930,18570,\N,\N,70347,105082,138301,\N,143974,21352,127947,\N,\N,47196,133546,28541,45681,194797,7019,21335,19616,78573,36689,22025,96276,\N,27395,81863,131189,17175,20610,23993,46487,20967,21424,48301,12432,20762,35538,31162,34805,14598,84311,33353,31412,33823,66775,68289,44721,23340,64693,7281,23333,28664,20678,26472,42394,53661,40286,71338,21292,27906,20338,\N,\N,\N,40343,53337,17716,66770,34738,24120,13675,11123,17406,54028,58626,27984,27298
61848,66945,\N,27897,44138,58471,57933,130462,12186,61838,51695,109618,22444,26598,36975,6288,32912,46554,25555,53854,29736,27784,21729,35575,24685,33562,48011,27070,19753,\N,\N,33550,\N,\N,\N,\N,74375,\N,41313,46993,\N,79007,\N,56167,175995,\N,31016,65546,\N,37740,61573,\N,\N,180452,\N,57774,\N,184172,53981,105849,69555,70820,\N,65939,11739,\N,\N,\N,\N,\N,\N,18279,\N,42419,178731,54858,61540,62396,18816,67776,\N,131713,141545,68172,\N,\N,234722,\N,\N,\N,\N,\N,11955,\N,53553,120884,222503,\N,92940,44468
\N,\N,\N,72922,50346,\N,61538,120702,62412,\N,34328,\N,\N,\N,285293,\N,41665,\N,48256,\N,190460,135989,190152,\N,55935,\N,172566,159357,244467,\N,\N,\N,\N,63795,\N,\N,\N,202714,25612,14492,74405,\N,86745,78673,46330,53542,3835,45884,95427,\N,46202,9024,16516,30488,32805,20280,18273,37473,53040,7006,62835,59596,49841,92730,20405,62466,88801,37332,57627,26806,44609,48305,64624,12963,24120,31677,14949,17881,39508,\N,\N,\N,\N,10171,70160,41834,62906,62219,34439,24741,70771,71655,17962,69482,15566,\N,41243,39695,60533,9115
50306,7359,26293,53899,30402,39127,\N,33894,42090,12649,19427,42751,20476,8685,22210,178178,17215,12968,16849,10609,39491,50680,49963,17899,15198,\N,\N,78209,19004,43669,32840,\N,71856,15403,28864,12269,10407,11156,45524,32146,57850,37219,11197,\N,57382,45799,90197,104868,20940,45029,\N,34567,13837,\N,\N,27305,61875,36953,29557,118807,33664,73064,3863,9020,20421,7092,20577,48342,\N,41931,24536,69435,109432,\N,42361,91848,9231,25454,104007,\N,126823,44752,44947,98050,33586,17324,68774,107193,64169,17455,106407,110937,27320,112013,167869,\N,72346,103741,16093,26529
37548,13713,62551,35785,91457,18007,30561,33773,15566,46214,28165,19239,10497,72798,23010,23406,50517,16772,34031,50271,65963,137953,64462,69330,57828,146074,106608,109664,150013,71684,13506,18850,16661,4430,13906,\N,18550,\N,42256,\N,87325,7062,\N,\N,13559,11435,30012,46216,41917,18191,\N,23770,22053,5815,33366,23221,\N,14254,35023,24089,29031,26245,200336,32663,29889,8090,90624,77926,31095,\N,14241,23152,5123,\N,60539,\N,\N,\N,24904,33436,8174,11215,81425,27315,36203,10793,9842,14129,43514,130448,143953,7356,\N,\N,\N,\N,\N,61978,52078,6313
19702,61782,45924,62666,64362,\N,31843,\N,42463,16832,58185,150233,16828,124496,18417,\N,\N,15928,23085,22157,14171,20088,19559,61463,143233,90961,37471,8688,12005,37478,\N,148496,151738,\N,113147,48744,\N,9554,\N,14855,\N,55239,33902,\N,52638,25317,33397,25930,27655,\N,22895,216351,94436,52868,26573,50415,138658,20931,120164,107001,98099,163805,119994,45286,54061,25948,75723,102939,22702,126790,32198,8274,119739,76684,73421,32817,\N,\N,60754,87892,128822,\N,16775,21342,20590,\N,66447,109758,95373,120947,94821,37635,88263,56864,39633,\N,70137,18095,91341,71602
123750,107723,14705,75469,41455,19234,49713,25947,30877,77839,40399,38681,78470,36873,41090,19802,76052,110434,6412,90767,10248,85202,82619,101440,43514,9464,28791,33534,25273,15352,65439,23294,127757,23478,62253,25348,18222,108300,27274,32548,30311,51115,36161,34451,68348,103659,14655,44439,23498,16181,55539,47263,8430,14187,62694,27983,133149,28378,\N,41614,44791,21744,27171,31534,15793,68592,20699,48404,44936,14065,87183,29005,97857,41452,10907,26287,19850,21486,39761,22634,33570,19442,25721,17060,37370,53611,65371,68738,61168,33304,44992,123257,139080,69543,147908,7099,136429,107393,142835,19303
64307,15207,64338,90945,49467,13398,29638,54451,37195,25974,30852,27215,8482,11749,27264,32826,44561,42396,56068,17434,37140,148684,111045,151753,172635,106254,148315,77969,\N,\N,141801,90277,\N,\N,154521,21245,159656,110735,\N,151083,40446,213892,\N,23169,27276,10598,88432,19400,111644,38601,14167,108709,67629,36404,72300,112648,36448,142203,90679,21861,41062,73354,103974,19661,7001,33731,49971,40798,45561,34776,96117,54040,64265,16403,48784,76661,32757,26378,9446,16883,39781,21740,37400,14757,28265,45106,45517,25602,13641,31195,47435,59196,61231,14503,62563,54992,110343,11379,14854,74649
35808,48265,27307,91088,6463,17989,10599,6193,15353,26746,45297,40179,30468,33742,30221,51025,39015,50851,19017,81466,71237,33572,10142,\N,30632,159925,163646,41013,29211,114411,100358,33681,159079,30875,\N,40856,29227,114660,\N,\N,98586,\N,33550,98135,27860,\N,72287,72589,48843,7953,13809,59365,16670,13535,159925,24589,41684,72664,42009,37636,46297,32473,99776,40940,35082,41013,29211,17998,48134,101450,114411,\N,\N,44017,22492,20193,100358,33681,23941,67152,44755,39737,30052,94955,17078,21685,29391,110344,50983,12426,22750,129094,127376,\N,129482,25754,30610,23167,41045,89408
48600,8046,13843,59974,\N,16843,13676,24540,41681,72740,41979,38025,\N,46692,\N,32548,40802,35469,\N,40856,29227,17917,48606,\N,70712,101439,\N,\N,114660,\N,44127,22467,\N,\N,\N,20347,33550,\N,\N,23875,55226,70862,44673,39695,\N,29958,94436,16854,21655,29367,110692,50850,12633,22699,\N,129236,\N,129638,25727,30896,23191,41142,89414,58889,42241,27770,92656,157175,163243,148665,74720,90172,146661,152729,140543,158355,139169,148499,134242,148913,154982,133884,15343,30027,156967,184788,75044,146738,140722,139162,148867,15586,130741,105082,143974,62372,21335,19616,130462,148273
104868,110937,36663,143953,151738,27642,62279,44892,92946,162621,203883,148213,90277,152392,158448,147785,154521,30162,21245,148467,110735,36481,151083,115547,27574,44807,98945,19400,\N,98015,34285,23116,47113,29627,42587,44298,68844,56504,74186,23131,41867,78780,19116,73840,133292,65378,44103,68540,19271,23563,44486,\N,48843,54733,59365,36525,37199,16670,30632,159925,28216,34339,72664,37636,32473,40940,29211,17998,101450,114411,48530,\N,44017,22492,39130,43217,59755,23941,\N,44755,32173,30052,41896,94955,38351,\N,21685,28732,29391,110344,50983,22750,129094,\N,30610,23167,48600,45394,81925,11104
80089,50444,30798,91307,68126,9345,17306,68200,73599,21753,58145,60131,25990,91889,52755,68042,90937,58821,55175,18735,99195,73458,138712,64997,49523,74382,68159,41084,34268,35512,93865,30364,35476,31039,24516,35903,29220,45661,58964,36531,29628,27057,20554,59289,27557,25646,45912,46004,20678,43643,31530,92384,105345,48129,30643,36023,25646,27914,41692,85888,29900,23710,28022,104625,49297,17236,36699,42174,23231,34348,35858,50376,59974,59306,23534,35728,102986,98740,76954,69796,53314,57429,63720,22783,72264,118870,63803,29680,115838,66964,54602,14606,19211,20910,18259,20668,98488,18826,36758,82086
18479,40977,36677,23111,22840,29525,20673,23532,22603,26247,86982,27679,53175,55041,30859,34671,27938,76111,32561,14761,38015,126806,140311,55151,58336,46579,38393,48194,24621,42508,59122,70938,12818,52687,120854,15001,20847,28005,16658,20429,55964,139591,85722,32672,145080,\N,109732,45102,49741,37512,35638,70745,25619,52837,55998,29681,29312,57605,50128,27375,20629,107995,18805,23403,54505,27941,42376,30875,20881,22632,64930,60292,104754,51830,20034,98802,59954,23050,53730,12202,34533,19298,11161,34220,24761,32741,14021,27852,18846,18136,17470,18090,28676,26619,11032,14797,35121,15264,28241,26104
61080,50421,51096,34507,80245,74270,58678,42851,53714,45445,23378,23779,72740,50631,98822,59338,42220,102415,54596,86875,70294,64810,61183,63669,92186,104901,56268,59627,55532,86811,54603,90427,40660,55332,93546,30380,94920,51083,52576,45753,68329,66087,34169,27094,52462,65050,90461,45756,73970,86373,53668,57656,49934,57136,69644,66554,67630,27963,61688,54205,42245,95595,34751,45900,65422,73630,18690,38025,28032,27842,64107,103625,14601,103934,28182,25382,52898,34044,42042,30796,32910,38886,38785,43352,22509,27642,91546,46137,92472,85571,42800,68582,127248,51496,22935,55448,24984,73632,32548,68368
73285,45991,72430,55077,60482,104846,60464,61394,69567,17726,130711,76200,71313,75399,43466,60448,119700,61322,75653,40575,\N,62793,13743,30885,103842,62601,63277,23349,56174,57531,50542,73353,34614,59938,65246,24228,65921,20744,27675,49767,40574,47512,40802,9394,35911,36130,43668,99013,76580,57340,54259,12252,14038,74744,55512,34139,38769,85962,60328,49741,18232,55065,24132,45810,76373,81570,88178,25258,28129,41880,50348,59361,32849,18192,99861,24236,60727,72689,28063,62409,76013,11534,79661,44857,51023,27962,17442,27724,18303,13619,87159,38570,18907,62774,36844,29227,32510,54650,61388,55077
94474,26004,51407,88522,58306,52083,14985,69708,61247,67355,64409,24292,37143,39644,17917,31360,38008,90215,17614,45816,116062,56681,29899,132790,44625,101439,68285,138391,93809,92303,34309,118486,14607,126509,107511,104444,40599,73254,103237,39082,130651,103443,57315,76265,62741,94237,116133,15343,47293,74402,51054,70014,120670,90652,92145,89063,29260,57126,66662,12473,55512,130095,16749,113538,120325,25365,17667,66094,96769,61733,30027,28308,21705,30414,14216,81879,121346,63114,22792,43120,114660,73851,105524,140388,55582,43685,81941,15586,84998,105635,107129,98586,20568,21352,28541,70697,21335,19616,36689,22025
96276,27395,21649,18096,47108,48764,48301,25369,93739,87735,44067,48182,53661,55172,17498,25097,74352,34389,67856,18327,28202,50948,44579,44127,30725,76756,58262,28799,58626,30347,76288,42114,25990,70171,84842,66307,26950,29571,22756,46093,93347,92310,66945,85681,13632,66982,64879,22467,58286,64533,30229,35909,69164,63677,46325,52849,27897,51730,50316,94765,23061,62372,65088,50382,51312,60815,36831,120629,66118,61231,42469,70675,65318,81856,33384,40503,51695,109618,52570,66901,31823,38414,65834,60426,44851,\N,52711,69228,43937,39255,60280,49539,35603,29483,25854,53132,29634,38360,50312,18659
42312,20037,51266,18486,14581,42902,71416,40864,59135,38295,36965,39798,56942,90784,105455,44262,34313,27052,61435,29249,54642,22309,48033,111057,41678,25123,102585,48326,110019,41594,91594,24686,52608,44312,98637,32819,68335,107779,63916,17015,108139,111524,112599,72933,106658,15839,62111,35531,91204,48390,32936,42665,29240,43341,24795,71058,54576,74219,43274,57422,42650,43014,52759,75435,92277,106948,48553,29536,65454,17956,51920,95427,72353,103786,113016,19672,66130,59361,45999,22775,81541,22160,17915,88801,29294,23875,25959,28134,59462,26481,68103,68844,55484,43401,18056,88964,98135,46149,33420,47809
51784,77291,92578,34872,34096,56758,92008,35707,19042,65895,50266,100098,29224,20307,92904,110784,21790,35976,39508,26636,44302,38263,22069,44673,70656,10987,34096,24129,57200,41485,50704,26544,27423,66940,25295,70771,22510,52161,12164,102214,21879,17962,20926,23336,32464,12683,40813,48271,29958,52458,66948,74635,65329,55706,92338,110218,36196,71684,32715,37739,40254,32517,42256,41917,90624,60539,130448,52078,41809,124496,61463,48744,55239,22895,94436,52868,85299,50415,115160,20931,120164,98099,45286,102939,22702,126790,119739,73421,60958,87892,16775,21342,67399,66447,109758,90993,94821,88263,77603,39633
50123,70137,18095,71602,123750,107723,113321,41455,19234,49713,89992,77839,40399,38681,36873,41090,19802,76052,110434,56111,38334,30176,14988,74365,65439,61011,72821,113883,52549,24693,108300,61934,55711,23473,28072,21223,75947,67485,52576,76870,70647,21655,28056,16374,86279,40371,62484,120188,31910,44184,113692,44226,35072,29018,38700,53522,25473,29005,98411,32622,41452,33361,40948,20356,65920,32915,69082,29367,74005,55797,59633,53611,58212,68131,72218,61168,62042,76373,59611,41981,110692,68351,104385,139249,57894,76441,17897,85532,107947,93085,26876,19303,33233,65196,27642,25924,28333,95137,21894,50850
49253,85783,14962,49550,27510,11596,13616,65743,70311,60396,63989,49467,64754,49048,61071,22699,32462,56935,96759,44879,16827,90430,45555,79072,145081,69766,61940,108009,103764,44425,77969,40944,45967,44691,40746,129236,66400,30162,21245,111289,112782,40446,27574,23007,91101,18135,67309,28317,19400,112198,20882,37389,38601,25729,45715,21162,109414,27965,21733,36404,72853,38425,40008,36448,44602,20596,61293,30563,21861,106182,23343,32275,41062,28190,40601,23622,54474,80251,14478,22317,19661,23083,21364,23774,30896,17495,63692,45198,23133,35121,45561,42300,27973,42550,51824,63057,24422,44627,82124,96117
54040,13653,53077,16054,19883,29342,34997,26744,22411,48784,76661,44529,59976,95397,48982,53752,20598,68176,23191,59011,67830,30953,36634,66974,49622,56146,53458,51041,95489,24977,13544,63096,65813,51107,52037,64112,121354,66843,61956,43194,73972,66043,34109,54992,110343,55867,70198,35120,69131,61151,45576,\N,53436,15200,34764,28002,63186,35459,56691,20518,45582,22739,27307,90739,21750,\N,\N,\N,\N,\N,\N,48134,48530,50424,26695,92363,118347,99548,74315,13422,85655,77583,\N,22359,132066,28892,\N,75599,76780,134254,69096,91756,78266,67451,76160,116205,90583,71004,82435,131189
